Eye Detection,Time
Blinking,14:44:36
Blinking,14:44:36
Blinking,14:44:36
CENTER,14:44:36
Blinking,14:44:36
Blinking,14:44:36
Blinking,14:44:36
Blinking,14:44:36
Blinking,14:44:36
Blinking,14:44:36
Blinking,14:44:36
Blinking,14:44:36
Blinking,14:44:36
Blinking,14:44:36
CENTER,14:44:37
Blinking,14:44:37
Blinking,14:44:37
Blinking,14:44:37
Blinking,14:44:37
Blinking,14:44:37
Blinking,14:44:37
CENTER,14:44:37
Blinking,14:44:37
Blinking,14:44:37
Blinking,14:44:37
Blinking,14:44:37
Blinking,14:44:37
Blinking,14:44:37
Blinking,14:44:37
Blinking,14:44:37
Blinking,14:44:37
Blinking,14:44:37
Blinking,14:44:37
Blinking,14:44:37
Blinking,14:44:37
Blinking,14:44:37
Blinking,14:44:37
Blinking,14:44:37
Blinking,14:44:37
Blinking,14:44:37
Blinking,14:44:37
Blinking,14:44:38
Blinking,14:44:38
Blinking,14:44:38
Blinking,14:44:38
Blinking,14:44:38
Blinking,14:44:38
Blinking,14:44:38
Blinking,14:44:38
Blinking,14:44:38
Blinking,14:44:38
Blinking,14:44:38
Blinking,14:44:38
Blinking,14:44:38
Blinking,14:44:38
CENTER,14:44:38
Blinking,14:44:38
Blinking,14:44:38
Blinking,14:44:38
Blinking,14:44:38
Blinking,14:44:38
Blinking,14:44:38
Blinking,14:44:38
Blinking,14:44:38
Blinking,14:44:38
Blinking,14:44:38
Blinking,14:44:38
Blinking,14:44:39
Blinking,14:44:39
Blinking,14:44:39
Blinking,14:44:39
Blinking,14:44:39
Blinking,14:44:39
Blinking,14:44:39
Blinking,14:44:39
Blinking,14:44:39
Blinking,14:44:39
Blinking,14:44:39
Blinking,14:44:39
Blinking,14:44:39
CENTER,14:44:39
Blinking,14:44:39
Blinking,14:44:39
Blinking,14:44:39
Blinking,14:44:39
Blinking,14:44:39
Blinking,14:44:39
Blinking,14:44:39
Blinking,14:44:39
Blinking,14:44:39
Blinking,14:44:39
Blinking,14:44:40
Blinking,14:44:40
Blinking,14:44:40
Blinking,14:44:40
Blinking,14:44:40
Blinking,14:44:40
Blinking,14:44:40
Blinking,14:44:40
Blinking,14:44:40
Blinking,14:44:40
Blinking,14:44:40
CENTER,14:44:40
Blinking,14:44:40
Blinking,14:44:40
Blinking,14:44:40
Blinking,14:44:40
Blinking,14:44:40
Blinking,14:44:40
Blinking,14:44:40
CENTER,14:44:40
Blinking,14:44:40
Blinking,14:44:40
Blinking,14:44:40
Blinking,14:44:40
Blinking,14:44:40
Blinking,14:44:40
Blinking,14:44:40
Blinking,14:44:40
Blinking,14:44:41
Blinking,14:44:41
Blinking,14:44:41
Blinking,14:44:41
Blinking,14:44:41
Blinking,14:44:41
Blinking,14:44:41
Blinking,14:44:41
Blinking,14:44:41
Blinking,14:44:41
Blinking,14:44:41
CENTER,14:44:41
Blinking,14:44:41
CENTER,14:44:41
CENTER,14:44:41
CENTER,14:44:41
CENTER,14:44:41
CENTER,14:44:41
CENTER,14:44:41
CENTER,14:44:41
CENTER,14:44:41
CENTER,14:44:41
CENTER,14:44:41
CENTER,14:44:41
CENTER,14:44:41
CENTER,14:44:41
CENTER,14:44:41
CENTER,14:44:41
CENTER,14:44:42
CENTER,14:44:42
CENTER,14:44:42
CENTER,14:44:42
CENTER,14:44:42
CENTER,14:44:42
CENTER,14:44:42
RIGHT,14:44:42
CENTER,14:44:42
CENTER,14:44:42
RIGHT,14:44:42
RIGHT,14:44:42
CENTER,14:44:42
CENTER,14:44:42
CENTER,14:44:42
CENTER,14:44:42
CENTER,14:44:42
CENTER,14:44:42
RIGHT,14:44:42
CENTER,14:44:42
RIGHT,14:44:42
RIGHT,14:44:42
CENTER,14:44:42
RIGHT,14:44:42
CENTER,14:44:42
CENTER,14:44:42
CENTER,14:44:42
CENTER,14:44:43
CENTER,14:44:43
CENTER,14:44:43
CENTER,14:44:43
CENTER,14:44:43
CENTER,14:44:43
CENTER,14:44:43
CENTER,14:44:43
CENTER,14:44:43
CENTER,14:44:43
CENTER,14:44:43
CENTER,14:44:43
CENTER,14:44:43
CENTER,14:44:43
CENTER,14:44:43
CENTER,14:44:43
CENTER,14:44:43
CENTER,14:44:43
CENTER,14:44:43
CENTER,14:44:43
CENTER,14:44:43
CENTER,14:44:43
CENTER,14:44:43
CENTER,14:44:43
CENTER,14:44:44
RIGHT,14:44:44
RIGHT,14:44:44
RIGHT,14:44:44
RIGHT,14:44:44
RIGHT,14:44:44
RIGHT,14:44:44
RIGHT,14:44:44
RIGHT,14:44:44
CENTER,14:44:44
CENTER,14:44:44
CENTER,14:44:44
CENTER,14:44:44
CENTER,14:44:44
CENTER,14:44:44
CENTER,14:44:44
CENTER,14:44:44
CENTER,14:44:44
CENTER,14:44:44
CENTER,14:44:44
CENTER,14:44:44
CENTER,14:44:44
CENTER,14:44:44
CENTER,14:44:44
CENTER,14:44:44
CENTER,14:44:44
CENTER,14:44:44
CENTER,14:44:44
CENTER,14:44:45
CENTER,14:44:45
RIGHT,14:44:45
RIGHT,14:44:45
RIGHT,14:44:45
RIGHT,14:44:45
RIGHT,14:44:45
RIGHT,14:44:45
RIGHT,14:44:45
RIGHT,14:44:45
RIGHT,14:44:45
RIGHT,14:44:45
RIGHT,14:44:45
CENTER,14:44:45
CENTER,14:44:45
CENTER,14:44:45
CENTER,14:44:45
CENTER,14:44:45
CENTER,14:44:45
CENTER,14:44:45
CENTER,14:44:45
CENTER,14:44:45
CENTER,14:44:45
CENTER,14:44:45
CENTER,14:44:45
CENTER,14:44:45
CENTER,14:44:46
CENTER,14:44:46
CENTER,14:44:46
CENTER,14:44:46
CENTER,14:44:46
CENTER,14:44:46
CENTER,14:44:46
CENTER,14:44:46
CENTER,14:44:46
CENTER,14:44:46
CENTER,14:44:46
CENTER,14:44:46
CENTER,14:44:46
CENTER,14:44:46
CENTER,14:44:46
CENTER,14:44:46
CENTER,14:44:46
CENTER,14:44:46
Blinking,14:44:46
Blinking,14:44:46
CENTER,14:44:46
CENTER,14:44:46
CENTER,14:44:46
CENTER,14:44:46
CENTER,14:44:46
Blinking,14:44:46
CENTER,14:44:47
CENTER,14:44:47
CENTER,14:44:47
CENTER,14:44:47
CENTER,14:44:47
CENTER,14:44:47
CENTER,14:44:47
CENTER,14:44:47
CENTER,14:44:47
CENTER,14:44:47
Blinking,14:44:47
CENTER,14:44:47
CENTER,14:44:47
Blinking,14:44:47
CENTER,14:44:47
CENTER,14:44:47
CENTER,14:44:47
CENTER,14:44:47
Blinking,14:44:47
Blinking,14:44:47
CENTER,14:44:47
CENTER,14:44:47
CENTER,14:44:47
CENTER,14:44:47
CENTER,14:44:47
CENTER,14:44:47
CENTER,14:44:47
CENTER,14:44:48
CENTER,14:44:48
CENTER,14:44:48
CENTER,14:44:48
CENTER,14:44:48
CENTER,14:44:48
CENTER,14:44:48
CENTER,14:44:48
CENTER,14:44:48
CENTER,14:44:48
CENTER,14:44:48
CENTER,14:44:48
CENTER,14:44:48
CENTER,14:44:48
CENTER,14:44:48
CENTER,14:44:48
CENTER,14:44:48
CENTER,14:44:48
CENTER,14:44:48
CENTER,14:44:48
CENTER,14:44:48
CENTER,14:44:48
CENTER,14:44:48
CENTER,14:44:48
CENTER,14:44:48
CENTER,14:44:49
CENTER,14:44:49
CENTER,14:44:49
CENTER,14:44:49
CENTER,14:44:49
RIGHT,14:44:49
RIGHT,14:44:49
RIGHT,14:44:49
RIGHT,14:44:49
RIGHT,14:44:49
RIGHT,14:44:49
RIGHT,14:44:49
CENTER,14:44:49
CENTER,14:44:49
CENTER,14:44:49
CENTER,14:44:49
CENTER,14:44:49
CENTER,14:44:49
CENTER,14:44:49
CENTER,14:44:49
CENTER,14:44:49
CENTER,14:44:49
CENTER,14:44:49
CENTER,14:44:49
CENTER,14:44:50
CENTER,14:44:50
CENTER,14:44:50
CENTER,14:44:50
CENTER,14:44:50
CENTER,14:44:50
CENTER,14:44:50
CENTER,14:44:50
RIGHT,14:44:50
RIGHT,14:44:50
CENTER,14:44:50
RIGHT,14:44:50
RIGHT,14:44:50
RIGHT,14:44:50
RIGHT,14:44:50
RIGHT,14:44:50
RIGHT,14:44:50
RIGHT,14:44:50
