timestamp,room_temperature,room_pressure,room_humidity,room_light_intensity,skin_temperature,light_temperature,heart_rate,eye_tracking,room_noise,mouse_movement,body_posture,body_movement,voice,face_emotion,task_timestamp,task
8/13/2025 14:08,24.024,995.456,57.086,119.07,28.63,3368.94,106,distracted,unknown,active,poor,still,silent,neutral,unknown,
8/13/2025 14:08,24.036,995.486,56.884,119.07,28.65,3368.94,106,distracted,unknown,active,poor,still,silent,neutral,unknown,
8/13/2025 14:08,24.052,995.472,56.596,119.07,28.65,3368.94,105,distracted,unknown,active,poor,still,silent,neutral,unknown,
8/13/2025 14:08,24.0725,995.4675,56.8525,119.07,28.685,3368.94,105,distracted,unknown,active,poor,still,silent,neutral,Began Step 9,Set the Control Rods to Manual and lower all of the banks
8/13/2025 14:08,24.082,995.476,56.814,119.07,28.678,3368.94,105,distracted,unknown,active,poor,still,silent,neutral,unknown,
8/13/2025 14:08,24.096,995.464,56.886,119.07,28.678,3368.94,105,distracted,unknown,active,poor,still,silent,neutral,unknown,
8/13/2025 14:08,24.108,995.47,56.866,119.07,28.714,3368.94,105,distracted,unknown,active,poor,still,silent,neutral,unknown,
8/13/2025 14:08,24.1125,995.48,56.79,119.07,28.695,3368.94,105,distracted,unknown,active,poor,still,silent,neutral,unknown,
8/13/2025 14:09,24.126,995.468,56.936,119.07,28.746,3368.94,105,distracted,unknown,active,poor,still,silent,fear,unknown,
8/13/2025 14:09,24.134,995.448,56.598,119.07,28.758,3368.94,105,distracted,unknown,active,poor,still,silent,fear,unknown,
8/13/2025 14:09,24.15,995.44,56.976,119.07,28.794,3368.94,105,distracted,unknown,active,poor,still,silent,neutral,unknown,
8/13/2025 14:09,24.1625,995.44,56.71,119.07,28.83,3368.94,105,distracted,unknown,active,poor,still,silent,neutral,unknown,
8/13/2025 14:09,24.176,995.454,56.306,119.07,28.826,3368.94,104,distracted,unknown,active,poor,still,silent,neutral,unknown,
8/13/2025 14:09,24.188,995.434,56.044,119.07,28.798,3368.94,104,distracted,unknown,active,poor,still,silent,neutral,unknown,
8/13/2025 14:09,24.1925,995.4525,56.28,119.07,28.805,3368.94,104,distracted,unknown,active,poor,still,silent,neutral,unknown,
8/13/2025 14:09,24.2,995.458,56.5,119.07,28.798,3368.94,103,distracted,unknown,active,poor,still,silent,neutral,Began Step 10,Confirm plant is stable: a. Neutron power: 0% b. FW flow: ~2 kg/s c. SG pressure: ~4 MPa d. PZR Level: ~23% e. PZR pressure: 15.5 MPa
8/13/2025 14:09,24.212,995.474,56.356,119.07,28.842,3368.94,103,distracted,unknown,active,poor,still,silent,neutral,unknown,
8/13/2025 14:09,24.218,995.458,56.358,119.07,28.862,3368.94,103,distracted,unknown,active,poor,still,silent,neutral,unknown,
8/13/2025 14:09,24.225,995.4675,56.3825,119.07,28.89,3368.94,103,distracted,unknown,active,poor,still,silent,neutral,unknown,
8/13/2025 14:09,24.236,995.462,56.296,119.07,28.926,3368.94,102,distracted,unknown,active,poor,still,silent,neutral,unknown,
8/13/2025 14:10,24.244,995.44,56.198,119.07,28.91,3368.94,102,distracted,unknown,active,poor,still,silent,neutral,unknown,
8/13/2025 14:10,24.254,995.46,56.176,119.07,28.926,3368.94,102,distracted,unknown,active,poor,moving,silent,neutral,unknown,
8/13/2025 14:10,24.26,995.4633333,55.77666667,119.07,28.95,3368.94,103,distracted,unknown,active,poor,still,silent,neutral,Finished,
