frame,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,nose_x,nose_y,shoulder_diff,head_forward,posture,movement_amount,movement_status
22,0.7032598853111267,0.940883994102478,0.232577845454216,0.8753438591957092,0.7259001731872559,0.5997850298881531,0.0655401349067688,0.2579813078045845,Bad - Slouching,0.004180180825072661,Still
23,0.7034207582473755,0.9395394921302795,0.23285958170890808,0.8754505515098572,0.7258036732673645,0.5998697280883789,0.06408894062042236,0.2576635032892227,Bad - Slouching,0.0017837517100004962,Still
24,0.7001658082008362,0.936768114566803,0.23417386412620544,0.8768009543418884,0.7256534099578857,0.6005407571792603,0.05996716022491455,0.25848357379436493,Bad - Slouching,0.006846991821308096,Still
25,0.7153681516647339,0.9386035203933716,0.23170106112957,0.8770281672477722,0.7238160967826843,0.6025639176368713,0.061575353145599365,0.2502814903855324,Bad - Slouching,0.020528886744580005,Moving
26,0.7170430421829224,0.9433302283287048,0.2310740202665329,0.8786551356315613,0.7235895395278931,0.6017442941665649,0.06467509269714355,0.24953100830316544,Bad - Slouching,0.007608659049487137,Still
27,0.715223491191864,0.9432976841926575,0.22902970016002655,0.8808070421218872,0.7234117984771729,0.598870575428009,0.062490642070770264,0.25128520280122757,Bad - Slouching,0.00766720754834941,Still
28,0.7150889039039612,0.9433573484420776,0.22658860683441162,0.8808494210243225,0.7216418385505676,0.5970185995101929,0.06250792741775513,0.2508030831813812,Bad - Slouching,0.00515043251877608,Still
29,0.7130914926528931,0.9431117177009583,0.22560593485832214,0.8816720843315125,0.7212160229682922,0.592144250869751,0.0614396333694458,0.25186730921268463,Bad - Slouching,0.008186939340191046,Still
30,0.7130494713783264,0.943028450012207,0.22647662460803986,0.8817125558853149,0.7193156480789185,0.5914646983146667,0.06131589412689209,0.24955260008573532,Bad - Slouching,0.0029831209558359604,Still
31,0.7135261297225952,0.9433811902999878,0.22634002566337585,0.88341224193573,0.7153883576393127,0.582443356513977,0.05996894836425781,0.2454552799463272,Bad - Slouching,0.012137266024991569,Moving
32,0.7123721837997437,0.9429953098297119,0.22682197391986847,0.8834404349327087,0.6922814249992371,0.5826757550239563,0.059554874897003174,0.222684346139431,Bad - Slouching,0.024807629360187135,Moving
33,0.7081928849220276,0.9347237348556519,0.2277265340089798,0.8825451135635376,0.686809778213501,0.5827910900115967,0.05217862129211426,0.21885006874799728,Bad - Slouching,0.016013029917995785,Moving
34,0.6986433267593384,0.9317918419837952,0.22783856093883514,0.882091224193573,0.6848912239074707,0.5817040205001831,0.04970061779022217,0.22165028005838394,Bad - Forward Head,0.012662131071897145,Moving
35,0.6965798735618591,0.9316796660423279,0.22795560956001282,0.8821895122528076,0.6834069490432739,0.5798032283782959,0.049490153789520264,0.22113920748233795,Bad - Forward Head,0.0046309984375540346,Still
36,0.6927727460861206,0.925500214099884,0.23561687767505646,0.8754416108131409,0.6839158535003662,0.5744782090187073,0.050058603286743164,0.21972104161977768,Bad - Slouching,0.022816640473874703,Moving
37,0.6909128427505493,0.9226700663566589,0.24015147984027863,0.8727405667304993,0.6845057606697083,0.5745883584022522,0.04992949962615967,0.21897359937429428,Bad - Forward Head,0.009264782621817865,Still
38,0.6926732659339905,0.9245073199272156,0.2398146688938141,0.8729435205459595,0.6850207448005676,0.5738027095794678,0.051563799381256104,0.21877677738666534,Bad - Slouching,0.0038771437921426475,Still
39,0.6928150653839111,0.9247176647186279,0.2395685464143753,0.8752031922340393,0.6861389875411987,0.5733712911605835,0.04951447248458862,0.2199471816420555,Bad - Forward Head,0.0037252907097492178,Still
40,0.6899793744087219,0.9249288439750671,0.23867206275463104,0.8752536177635193,0.6885119676589966,0.5749626755714417,0.04967522621154785,0.2241862490773201,Bad - Forward Head,0.006598635022106291,Still
41,0.6917942762374878,0.93374103307724,0.23444411158561707,0.8748081922531128,0.6971761584281921,0.5774038434028625,0.0589328408241272,0.2340569645166397,Bad - Slouching,0.022250018503495932,Moving
42,0.6937123537063599,0.9398220181465149,0.2326889932155609,0.8744707703590393,0.7022042870521545,0.5776638388633728,0.06535124778747559,0.23900361359119415,Bad - Slouching,0.013198420484255395,Moving
43,0.6934800148010254,0.9417352676391602,0.2309730350971222,0.8738881945610046,0.7076663374900818,0.5797505974769592,0.06784707307815552,0.245439812541008,Bad - Slouching,0.009586558534669436,Still
44,0.6935921907424927,0.9432420134544373,0.2288915365934372,0.8738725185394287,0.7117608785629272,0.5810796618461609,0.06936949491500854,0.2505190148949623,Bad - Slouching,0.007897316910449103,Still
45,0.6966289281845093,0.9440119862556458,0.2288912534713745,0.8738579154014587,0.7167297005653381,0.5811628103256226,0.07015407085418701,0.25396960973739624,Bad - Slouching,0.008116954913231297,Still
46,0.6978692412376404,0.9447168707847595,0.22739553451538086,0.8765016794204712,0.7169880270957947,0.5867645740509033,0.06821519136428833,0.25435563921928406,Bad - Slouching,0.010071877192492385,Moving
47,0.696631669998169,0.9418510794639587,0.22836658358573914,0.8770681619644165,0.7176102995872498,0.5890836715698242,0.06478291749954224,0.2551111727952957,Bad - Slouching,0.006646931084018162,Still
48,0.6967007517814636,0.941842257976532,0.22954535484313965,0.8771651387214661,0.7183315753936768,0.5891474485397339,0.06467711925506592,0.2552085220813751,Bad - Slouching,0.001976486353821399,Still
49,0.6912256479263306,0.9387102723121643,0.22950080037117004,0.8770304322242737,0.7182883620262146,0.5917826294898987,0.061679840087890625,0.2579251378774643,Bad - Slouching,0.00908504088471075,Still
50,0.6917992830276489,0.9390525221824646,0.23171420395374298,0.8770362138748169,0.7181673049926758,0.5931151509284973,0.062016308307647705,0.25641056150197983,Bad - Slouching,0.004219396372741012,Still
51,0.6899482011795044,0.938022792339325,0.23184385895729065,0.8771024942398071,0.7180503606796265,0.5937758684158325,0.06092029809951782,0.25715433061122894,Bad - Slouching,0.002934819266392898,Still
52,0.6897732615470886,0.9379065036773682,0.2329186648130417,0.8771793246269226,0.7180193066596985,0.594016432762146,0.06072717905044556,0.25667334347963333,Bad - Slouching,0.0015301729147110129,Still
53,0.6907318830490112,0.9394528269767761,0.23044534027576447,0.8776357769966125,0.7180562615394592,0.5943495035171509,0.061817049980163574,0.2574676498770714,Bad - Slouching,0.0046695656854438255,Still
54,0.6904487609863281,0.9431899189949036,0.23114538192749023,0.8787702918052673,0.7211862802505493,0.5963290929794312,0.06441962718963623,0.26038920879364014,Bad - Slouching,0.008784395003331965,Still
55,0.6904200315475464,0.9431788325309753,0.2313426434993744,0.8796051740646362,0.7218858003616333,0.5971723198890686,0.06357365846633911,0.2610044628381729,Bad - Slouching,0.0019842734996808665,Still
56,0.6905585527420044,0.9445040225982666,0.23304447531700134,0.8797203898429871,0.7227531671524048,0.5969187021255493,0.06478363275527954,0.2609516531229019,Bad - Slouching,0.003941822932210657,Still
57,0.6901431083679199,0.944496750831604,0.23320281505584717,0.8800210952758789,0.7238723635673523,0.5956712961196899,0.0644756555557251,0.26219940185546875,Bad - Slouching,0.0024312483972438177,Still
58,0.6927131414413452,0.9460117816925049,0.23374879360198975,0.8803802728652954,0.7246550917625427,0.5945349335670471,0.06563150882720947,0.26142412424087524,Bad - Slouching,0.005016730631412645,Still
59,0.6922920942306519,0.9459119439125061,0.2337527722120285,0.8803958892822266,0.7246174812316895,0.5935850143432617,0.06551605463027954,0.2615950480103493,Bad - Slouching,0.0013995007708280166,Still
60,0.6932251453399658,0.9472963213920593,0.23401585221290588,0.8806117177009583,0.7310885787010193,0.5968457460403442,0.06668460369110107,0.26746807992458344,Bad - Slouching,0.009255944393039658,Still
61,0.687700629234314,0.9446443915367126,0.23386773467063904,0.8812415599822998,0.7350268363952637,0.6019963026046753,0.06340283155441284,0.27424265444278717,Bad - Slouching,0.01325875514675284,Moving
62,0.6877336502075195,0.9446728229522705,0.2330935001373291,0.8840962648391724,0.7379077076911926,0.6055708527565002,0.060576558113098145,0.2774941325187683,Bad - Slouching,0.007592358593195618,Still
63,0.6875304579734802,0.9448075890541077,0.23277370631694794,0.8841038942337036,0.7387617826461792,0.6064550876617432,0.06070369482040405,0.2786097005009651,Bad - Slouching,0.0017930621267645526,Still
64,0.6794099807739258,0.944150984287262,0.23413622379302979,0.8835934400558472,0.7395779490470886,0.6068763136863708,0.060557544231414795,0.28280484676361084,Bad - Slouching,0.010520431819533193,Moving
65,0.6793320775032043,0.9439958333969116,0.2353813201189041,0.8835971355438232,0.7400858998298645,0.6087095737457275,0.06039869785308838,0.28272920101881027,Bad - Slouching,0.0033210418496644038,Still
66,0.6747594475746155,0.9386760592460632,0.23692166805267334,0.8836677074432373,0.7404537200927734,0.6119734644889832,0.05500835180282593,0.28461316227912903,Bad - Slouching,0.011841423134252144,Moving
67,0.6752185225486755,0.9384069442749023,0.23774735629558563,0.8838777542114258,0.7405752539634705,0.6120261549949646,0.05452919006347656,0.2840923145413399,Bad - Slouching,0.0015165903002562126,Still
68,0.6913246512413025,0.9405929446220398,0.2386564463376999,0.883944571018219,0.740519106388092,0.6119710206985474,0.0566483736038208,0.27552855759859085,Bad - Slouching,0.017244032541717257,Moving
69,0.6883099675178528,0.9396457076072693,0.2387087345123291,0.8848750591278076,0.7404601573944092,0.6123056411743164,0.05477064847946167,0.27695080637931824,Bad - Slouching,0.004431725518891044,Still
70,0.687759518623352,0.9411152601242065,0.23886175453662872,0.8846365809440613,0.7404612302780151,0.6128197908401489,0.056478679180145264,0.27715059369802475,Bad - Slouching,0.002366760864995881,Still
71,0.688874363899231,0.9411628246307373,0.23882965743541718,0.8849837779998779,0.7406930923461914,0.6132315397262573,0.056179046630859375,0.27684108167886734,Bad - Slouching,0.0019370802990291303,Still
72,0.6859153509140015,0.9410820007324219,0.23845133185386658,0.8849924802780151,0.7407020926475525,0.6132439374923706,0.05608952045440674,0.27851875126361847,Bad - Slouching,0.003353862513349232,Still
73,0.6857742071151733,0.9411449432373047,0.23734886944293976,0.884939432144165,0.7406049966812134,0.6132314205169678,0.05620551109313965,0.27904345840215683,Bad - Slouching,0.0013561797266313797,Still
74,0.691468358039856,0.9430692791938782,0.23745079338550568,0.8875099420547485,0.7401924133300781,0.612587034702301,0.05555933713912964,0.2757328376173973,Bad - Slouching,0.00934820822973499,Still
75,0.6913193464279175,0.945125937461853,0.2371443510055542,0.8874825835227966,0.7390166521072388,0.6126711368560791,0.057643353939056396,0.27478480339050293,Bad - Slouching,0.0035484759004037357,Still
76,0.6978664398193359,0.9451549649238586,0.23753146827220917,0.8873175382614136,0.7367460131645203,0.6111681461334229,0.05783742666244507,0.2690470591187477,Bad - Slouching,0.009690999701891884,Still
77,0.6948559880256653,0.9448867440223694,0.23752804100513458,0.8873759508132935,0.735776424407959,0.6107884645462036,0.05751079320907593,0.26958440989255905,Bad - Slouching,0.004122168248541871,Still
78,0.6930936574935913,0.944675624370575,0.23770025372505188,0.8872284293174744,0.7357925772666931,0.6106051206588745,0.057447195053100586,0.2703956216573715,Bad - Slouching,0.0021857445290979953,Still
79,0.6932671070098877,0.9461222290992737,0.23851454257965088,0.8871707916259766,0.7357918620109558,0.6100867390632629,0.05895143747329712,0.2699010372161865,Bad - Slouching,0.002791674292597051,Still
80,0.691279411315918,0.9463499784469604,0.23867464065551758,0.887856125831604,0.7358601689338684,0.6097896695137024,0.058493852615356445,0.27088314294815063,Bad - Slouching,0.0030093081111802287,Still
81,0.6943200826644897,0.9466279745101929,0.23885774612426758,0.8885992169380188,0.7358566522598267,0.6095476150512695,0.05802875757217407,0.269267737865448,Bad - Slouching,0.004060751165954238,Still
82,0.6925595998764038,0.9465711712837219,0.23996135592460632,0.8885582089424133,0.7357490658760071,0.6100651025772095,0.058012962341308594,0.269488587975502,Bad - Slouching,0.0033943232754647993,Still
83,0.692477285861969,0.943080484867096,0.24022415280342102,0.8891071677207947,0.7357917428016663,0.6107192635536194,0.05397331714630127,0.26944102346897125,Bad - Slouching,0.004755828109411658,Still
84,0.6923852562904358,0.9426961541175842,0.24065490067005157,0.8890756368637085,0.7354547381401062,0.6109465956687927,0.05362051725387573,0.2689346596598625,Bad - Slouching,0.001233607996854401,Still
85,0.6959836483001709,0.9496832489967346,0.24041323363780975,0.8896368741989136,0.7347210049629211,0.6101630330085754,0.060046374797821045,0.2665225639939308,Bad - Slouching,0.009543782256665665,Still
86,0.6961591243743896,0.9522630572319031,0.23793348670005798,0.8890113830566406,0.734479546546936,0.6097221970558167,0.06325167417526245,0.2674332410097122,Bad - Slouching,0.005645818239966579,Still
87,0.6962060928344727,0.9537545442581177,0.23766402900218964,0.8886507749557495,0.7340762615203857,0.6095151305198669,0.06510376930236816,0.2671412006020546,Bad - Slouching,0.002395726216331596,Still
88,0.689346969127655,0.9537143111228943,0.23761868476867676,0.8872671127319336,0.7336597442626953,0.609380841255188,0.0664471983909607,0.2701769173145294,Bad - Slouching,0.00868127696498914,Still
89,0.6936537027359009,0.9546837210655212,0.2372765988111496,0.8893646597862244,0.7336499691009521,0.6093300580978394,0.06531906127929688,0.2681848183274269,Bad - Slouching,0.006591463197192337,Still
90,0.696273684501648,0.9546404480934143,0.23660603165626526,0.889103353023529,0.7335222959518433,0.6094358563423157,0.06553709506988525,0.26708243787288666,Bad - Slouching,0.0035058328986304656,Still
91,0.696454644203186,0.9541446566581726,0.23775804042816162,0.8875623345375061,0.7334273457527161,0.609498143196106,0.0665823221206665,0.26632100343704224,Bad - Slouching,0.0025653630288395234,Still
