frame,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,nose_x,nose_y,shoulder_diff,head_forward,posture,movement_amount,movement_status
128,0.7635276317596436,0.7558672428131104,0.2852344810962677,0.643353283405304,0.5960240960121155,0.5248576402664185,0.1125139594078064,0.07164303958415985,Bad - Slouching,0,Unknown
129,0.7635219693183899,0.760010302066803,0.2847675681114197,0.6485623121261597,0.5961848497390747,0.5246432423591614,0.11144798994064331,0.07204008102416992,Bad - Slouching,0.009640946492783051,Still
130,0.7635271549224854,0.7647445201873779,0.28272250294685364,0.6558675765991211,0.59647136926651,0.5243236422538757,0.10887694358825684,0.07334654033184052,Bad - Slouching,0.012749567735068927,Moving
131,0.7637096047401428,0.7771164178848267,0.2778673768043518,0.6583093404769897,0.5958202481269836,0.5242869257926941,0.11880707740783691,0.07503175735473633,Bad - Slouching,0.018459960143652813,Moving
132,0.7643066644668579,0.7850309610366821,0.2752329409122467,0.6602306962013245,0.5950728058815002,0.524286687374115,0.12480026483535767,0.07530300319194794,Bad - Slouching,0.011945127425618837,Moving
133,0.7650026679039001,0.7850213646888733,0.2753273844718933,0.6600753664970398,0.5943748354911804,0.5216127038002014,0.1249459981918335,0.07420980930328369,Bad - Slouching,0.0036414333924479456,Still
134,0.7657002210617065,0.7880939245223999,0.2753969430923462,0.6607078909873962,0.5934648513793945,0.520179271697998,0.12738603353500366,0.07291626930236816,Bad - Slouching,0.005484964945994724,Still
135,0.7664089798927307,0.7897993326187134,0.27591779828071594,0.6613519787788391,0.5930054783821106,0.5192695260047913,0.12844735383987427,0.07184208929538727,Bad - Slouching,0.0036943054664475023,Still
136,0.766385555267334,0.787646472454071,0.27598556876182556,0.6613703370094299,0.5925813317298889,0.5180432200431824,0.1262761354446411,0.07139576971530914,Bad - Slouching,0.0035207855270745657,Still
137,0.7655239701271057,0.7767875790596008,0.2767399251461029,0.6525309085845947,0.5930894613265991,0.514716386795044,0.1242566704750061,0.07195751368999481,Bad - Slouching,0.02312999341578402,Moving
138,0.7655013203620911,0.7723984122276306,0.2774066925048828,0.6456158757209778,0.5930848121643066,0.5140778422355652,0.12678253650665283,0.0716308057308197,Bad - Slouching,0.011974891060863475,Moving
139,0.7648535966873169,0.7579872608184814,0.277448445558548,0.6458207368850708,0.5932506322860718,0.5134027600288391,0.11216652393341064,0.07209961116313934,Bad - Slouching,0.015329922228595689,Moving
