frame,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,nose_x,nose_y,nose_z,shoulder_diff,head_forward,posture,bad_posture_streak,depth_change,movement_status
1,0.8384540677070618,0.6323673725128174,0.4941368103027344,0.5884930491447449,0.6495233178138733,0.5648066997528076,-1.1600762605667114,0.04387432336807251,-0.01677212119102478,Good,0,0,Stable
2,0.8366802930831909,0.6324058771133423,0.49428337812423706,0.5853422284126282,0.6513751745223999,0.5664565563201904,-1.1390745639801025,0.04706364870071411,-0.014106661081314087,Good,0,0.010500848293304443,Stable
3,0.8345447778701782,0.6325365304946899,0.49426403641700745,0.5825604200363159,0.6517369151115417,0.5677548050880432,-1.0828295946121216,0.04997611045837402,-0.012667492032051086,Good,0,0.022248605887095207,Stable
4,0.832913875579834,0.6326814889907837,0.4944186806678772,0.5820252895355225,0.6519118547439575,0.5681220293045044,-1.0411603450775146,0.05065619945526123,-0.011754423379898071,Bad - Slouching,1,0.021541615327199226,Stable
5,0.831268310546875,0.6334031820297241,0.4956308901309967,0.5807426571846008,0.6520873308181763,0.568773627281189,-1.0652886629104614,0.05266052484512329,-0.011362269520759583,Bad - Slouching,2,0.008099305629730269,Stable
6,0.8313020467758179,0.6345270872116089,0.4973706603050232,0.5793501734733582,0.6526240110397339,0.5688108801841736,-1.0346407890319824,0.05517691373825073,-0.011712342500686646,Bad - Slouching,3,0.025087094306945668,Stable
7,0.8314124345779419,0.6354634165763855,0.49756279587745667,0.5784706473350525,0.652777373790741,0.5688149929046631,-1.018294334411621,0.05699276924133301,-0.011710241436958313,Bad - Slouching,4,0.024156045913696467,Stable
8,0.8317696452140808,0.6354694366455078,0.4975513815879822,0.5787638425827026,0.6528702974319458,0.5687364339828491,-1.021888017654419,0.056705594062805176,-0.011790215969085693,Bad - Slouching,5,0.012188315391540527,Stable
9,0.8328439593315125,0.6335762739181519,0.49721699953079224,0.578788697719574,0.653488278388977,0.5687342882156372,-1.0188467502593994,0.05478757619857788,-0.011542201042175293,Bad - Slouching,6,0.004462718963623047,Stable
10,0.8329070210456848,0.6330928206443787,0.49698448181152344,0.5782943964004517,0.6535353660583496,0.568661630153656,-1.0334737300872803,0.054798424243927,-0.011410385370254517,Bad - Slouching,7,0.006362986564636186,Stable
11,0.835055947303772,0.6339243650436401,0.4972749650478363,0.5766023397445679,0.6533340811729431,0.5687052011489868,-1.0304888486862183,0.057322025299072266,-0.012831375002861023,Bad - Slouching,8,0.0008303880691526988,Stable
12,0.8346947431564331,0.6435629725456238,0.4973028600215912,0.5766410231590271,0.6519307494163513,0.5686739683151245,-1.0085926055908203,0.06692194938659668,-0.014068052172660828,Bad - Slouching,9,0.001940345764160245,Stable
13,0.8344640731811523,0.646084725856781,0.4972107410430908,0.5764936208724976,0.6520794034004211,0.5677145719528198,-0.9832636117935181,0.06959110498428345,-0.01375800371170044,Bad - Slouching,10,0.007724881172180176,Stable
