Emotion Detection,Time
high stress,13:51:05
high stress,13:51:05
non stress,13:51:05
non stress,13:51:06
non stress,13:51:06
non stress,13:51:06
non stress,13:51:06
high stress,13:51:06
non stress,13:51:06
non stress,13:51:06
non stress,13:51:06
non stress,13:51:06
non stress,13:51:06
non stress,13:51:07
high stress,13:51:07
high stress,13:51:07
high stress,13:51:07
high stress,13:51:07
high stress,13:51:07
high stress,13:51:07
high stress,13:51:07
high stress,13:51:07
high stress,13:51:07
high stress,13:51:07
high stress,13:51:07
non stress,13:51:07
high stress,13:51:08
non stress,13:51:08
non stress,13:51:08
high stress,13:51:08
high stress,13:51:08
non stress,13:51:08
non stress,13:51:08
non stress,13:51:08
high stress,13:51:08
high stress,13:51:08
high stress,13:51:08
high stress,13:51:08
high stress,13:51:08
high stress,13:51:08
high stress,13:51:09
high stress,13:51:09
high stress,13:51:09
high stress,13:51:09
high stress,13:51:09
non stress,13:51:09
high stress,13:51:09
high stress,13:51:09
non stress,13:51:09
high stress,13:51:09
high stress,13:51:09
non stress,13:51:09
non stress,13:51:09
high stress,13:51:10
high stress,13:51:10
non stress,13:51:10
high stress,13:51:10
high stress,13:51:10
high stress,13:51:10
non stress,13:51:10
non stress,13:51:10
non stress,13:51:10
non stress,13:51:10
high stress,13:51:10
non stress,13:51:11
non stress,13:51:11
non stress,13:51:11
non stress,13:51:11
non stress,13:51:11
high stress,13:51:11
high stress,13:51:11
non stress,13:51:11
non stress,13:51:11
non stress,13:51:12
high stress,13:51:12
non stress,13:51:12
non stress,13:51:12
non stress,13:51:12
non stress,13:51:12
non stress,13:51:12
high stress,13:51:12
non stress,13:51:12
high stress,13:51:13
non stress,13:51:13
non stress,13:51:13
non stress,13:51:13
non stress,13:51:13
non stress,13:51:13
non stress,13:51:13
non stress,13:51:14
non stress,13:51:14
high stress,13:51:14
non stress,13:51:14
non stress,13:51:14
non stress,13:51:14
non stress,13:51:15
non stress,13:51:15
non stress,13:51:15
non stress,13:51:15
non stress,13:51:15
non stress,13:51:15
non stress,13:51:15
non stress,13:51:15
non stress,13:51:16
non stress,13:51:16
non stress,13:51:16
non stress,13:51:16
non stress,13:51:16
non stress,13:51:16
non stress,13:51:16
non stress,13:51:16
non stress,13:51:16
high stress,13:51:16
non stress,13:51:17
non stress,13:51:17
non stress,13:51:17
non stress,13:51:17
high stress,13:51:17
non stress,13:51:17
non stress,13:51:17
high stress,13:51:17
high stress,13:51:17
high stress,13:51:17
non stress,13:51:18
non stress,13:51:18
non stress,13:51:18
high stress,13:51:18
non stress,13:51:18
non stress,13:51:18
non stress,13:51:18
non stress,13:51:18
non stress,13:51:18
non stress,13:51:18
non stress,13:51:18
non stress,13:51:19
non stress,13:51:19
non stress,13:51:19
non stress,13:51:19
non stress,13:51:19
non stress,13:51:19
non stress,13:51:19
non stress,13:51:19
non stress,13:51:19
non stress,13:51:19
non stress,13:51:19
non stress,13:51:20
non stress,13:51:20
non stress,13:51:20
non stress,13:51:20
non stress,13:51:20
