timestamp,room_temperature,room_pressure,room_humidity,room_light_intensity,skin_temperature,light_temperature,heart_rate,eye_tracking,room_noise,mouse_movement,body_posture,body_movement,voice,face_emotion,task_timestamp
2025-08-13 14:07:15,23.872500000000002,995.435,57.415,119.07,28.365,3368.94,,unknown,unknown,active,poor,still,silent,neutral,unknown
2025-08-13 14:07:20,23.877499999999998,995.4375,57.42,119.07,28.335,3368.94,,unknown,unknown,active,poor,still,silent,neutral,unknown
2025-08-13 14:07:25,23.8875,995.4375,57.0025,119.07,28.369999999999997,3368.94,,unknown,unknown,active,poor,still,silent,neutral,unknown
2025-08-13 14:07:30,23.8925,995.4325,57.2725,119.07,28.41,3368.94,,unknown,unknown,active,poor,still,silent,neutral,unknown
2025-08-13 14:07:35,23.9075,995.4275,56.995000000000005,119.07,28.47,3368.94,,unknown,unknown,active,poor,still,silent,neutral,unknown
2025-08-13 14:07:40,23.9125,995.435,56.9975,119.07,28.490000000000002,3368.94,,unknown,unknown,active,poor,still,silent,neutral,unknown
2025-08-13 14:07:45,23.9225,995.465,57.4975,119.07,28.48,3368.94,,unknown,unknown,active,poor,still,silent,neutral,unknown
2025-08-13 14:07:50,23.936666666666667,995.4466666666667,57.086666666666666,119.07,28.47,3368.94,,unknown,unknown,active,poor,still,silent,neutral,unknown
2025-08-13 14:07:55,23.945,995.455,56.8525,119.07,28.51,3368.94,,unknown,unknown,active,poor,still,silent,neutral,unknown
2025-08-13 14:08:00,23.9625,995.4425,57.042500000000004,119.07,28.495,3368.94,,unknown,unknown,active,poor,still,silent,neutral,unknown
2025-08-13 14:08:05,23.982,995.4559999999999,56.936,119.06999999999998,28.577999999999996,3368.94,,unknown,unknown,active,poor,still,silent,neutral,unknown
2025-08-13 14:08:10,24.0,995.45,56.95,119.07,28.605,3368.94,,unknown,unknown,active,poor,still,silent,neutral,unknown
2025-08-13 14:08:15,24.0175,995.4675,57.1125,119.07,28.63,3368.94,,unknown,unknown,active,poor,still,silent,fear,unknown
2025-08-13 14:08:20,24.024,995.4560000000001,57.086,119.06999999999998,28.630000000000003,3368.94,,unknown,unknown,active,poor,still,silent,neutral,unknown
2025-08-13 14:08:25,24.036,995.4860000000001,56.884,119.06999999999998,28.65,3368.94,,unknown,unknown,active,poor,still,silent,neutral,unknown
2025-08-13 14:08:30,24.052,995.4720000000001,56.596000000000004,119.06999999999998,28.65,3368.94,,unknown,unknown,active,poor,still,silent,neutral,unknown
2025-08-13 14:08:35,24.072499999999998,995.4675,56.8525,119.07,28.685,3368.94,,unknown,unknown,active,poor,still,silent,neutral,Began Step 9
2025-08-13 14:08:40,24.082,995.476,56.814,119.06999999999998,28.677999999999997,3368.94,,unknown,unknown,active,poor,still,silent,neutral,unknown
2025-08-13 14:08:45,24.096,995.4639999999999,56.886,119.06999999999998,28.677999999999997,3368.94,,unknown,unknown,active,poor,still,silent,neutral,unknown
2025-08-13 14:08:50,24.108,995.47,56.866,119.06999999999998,28.714,3368.94,,unknown,unknown,active,poor,still,silent,neutral,unknown
2025-08-13 14:08:55,24.1125,995.48,56.79,119.07,28.695,3368.94,,unknown,unknown,active,poor,still,silent,neutral,unknown
2025-08-13 14:09:00,24.125999999999998,995.4680000000001,56.936,119.06999999999998,28.746000000000002,3368.94,,unknown,unknown,active,poor,still,silent,fear,unknown
2025-08-13 14:09:05,24.134,995.448,56.598,119.06999999999998,28.758,3368.94,,unknown,unknown,active,poor,still,silent,fear,unknown
2025-08-13 14:09:10,24.15,995.4399999999999,56.976,119.06999999999998,28.794,3368.94,,unknown,unknown,active,poor,still,silent,neutral,unknown
2025-08-13 14:09:15,24.1625,995.44,56.71,119.07,28.83,3368.94,,unknown,unknown,active,poor,still,silent,neutral,unknown
2025-08-13 14:09:20,24.176000000000002,995.4540000000001,56.306,119.06999999999998,28.826,3368.94,,unknown,unknown,active,poor,still,silent,neutral,unknown
2025-08-13 14:09:25,24.188,995.434,56.044000000000004,119.06999999999998,28.798000000000002,3368.94,,unknown,unknown,active,poor,still,silent,neutral,unknown
2025-08-13 14:09:30,24.192500000000003,995.4525,56.28,119.07,28.805,3368.94,,unknown,unknown,active,poor,still,silent,neutral,unknown
2025-08-13 14:09:35,24.2,995.458,56.5,119.06999999999998,28.798000000000002,3368.94,,unknown,unknown,active,poor,still,silent,neutral,Began Step 10
2025-08-13 14:09:40,24.212,995.4739999999999,56.355999999999995,119.06999999999998,28.842000000000002,3368.94,,unknown,unknown,active,poor,still,silent,neutral,unknown
2025-08-13 14:09:45,24.218,995.458,56.358000000000004,119.06999999999998,28.862000000000002,3368.94,,unknown,unknown,active,poor,still,silent,neutral,unknown
2025-08-13 14:09:50,24.225,995.4675,56.3825,119.07,28.89,3368.94,,unknown,unknown,active,poor,still,silent,neutral,unknown
2025-08-13 14:09:55,24.235999999999997,995.4620000000001,56.29600000000001,119.06999999999998,28.926,3368.94,,unknown,unknown,active,poor,still,silent,neutral,unknown
2025-08-13 14:10:00,24.244,995.4399999999999,56.198,119.06999999999998,28.910000000000004,3368.94,,unknown,unknown,active,poor,still,silent,neutral,unknown
2025-08-13 14:10:05,24.254,995.46,56.176,119.06999999999998,28.926,3368.94,,unknown,unknown,active,poor,moving,silent,neutral,unknown
2025-08-13 14:10:10,24.26,995.4633333333335,55.77666666666667,119.07,28.95,3368.94,,unknown,unknown,active,poor,still,silent,neutral,Finished
