frame,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,nose_x,nose_y,nose_z,shoulder_diff,head_forward,posture,bad_posture_streak,depth_change,movement_status
1,0.8014518618583679,0.9023193120956421,0.19537821412086487,0.8532086610794067,0.1588263213634491,0.543122410774231,-0.7152454257011414,0.04911065101623535,-0.3395887166261673,Good,0,0,Stable
2,0.8043062090873718,0.9022579789161682,0.1949135810136795,0.8538873791694641,0.15065447986125946,0.545292317867279,-0.6961679458618164,0.0483705997467041,-0.3489554151892662,Good,0,0.009538739919662476,Stable
3,0.8070236444473267,0.9022770524024963,0.1936795562505722,0.8601225018501282,0.14608968794345856,0.5526633858680725,-0.6890482306480408,0.042154550552368164,-0.3542619124054909,Good,0,0.0055528183778127405,Stable
4,0.8074787259101868,0.9022493958473206,0.19290253520011902,0.8645140528678894,0.1414424628019333,0.555385410785675,-0.6894782185554504,0.03773534297943115,-0.3587481677532196,Good,0,0.0026689122120538977,Stable
5,0.8072234988212585,0.9023335576057434,0.1928609311580658,0.8648504614830017,0.13959138095378876,0.5559632778167725,-0.6584534645080566,0.0374830961227417,-0.3604508340358734,Good,0,0.007806298136711076,Stable
6,0.807181179523468,0.9029048085212708,0.19100932776927948,0.8657540082931519,0.13051119446754456,0.5570710301399231,-0.6749969720840454,0.037150800228118896,-0.3685840591788292,Good,0,0.008049690723419212,Stable
7,0.8075622320175171,0.903296709060669,0.19051869213581085,0.8658829927444458,0.12160660326480865,0.5603839159011841,-0.7181902527809143,0.037413716316223145,-0.3774338588118553,Good,0,0.004404461383819558,Stable
8,0.8076286315917969,0.9032062292098999,0.1906561255455017,0.865722119808197,0.1183869019150734,0.565110981464386,-0.717207670211792,0.03748410940170288,-0.3807554766535759,Good,0,0.005631887912750266,Stable
9,0.8076076507568359,0.9031586050987244,0.19060423970222473,0.865656316280365,0.11650601774454117,0.5720469355583191,-0.726404070854187,0.037502288818359375,-0.38259992748498917,Good,0,0.007385170459747292,Stable
10,0.8077040910720825,0.9025900363922119,0.1907159388065338,0.8656488656997681,0.11656955629587173,0.5737651586532593,-0.7260987758636475,0.03694117069244385,-0.38264045864343643,Good,0,0.013529062271118164,Stable
11,0.8076998591423035,0.9021453857421875,0.1907949000597,0.8661726117134094,0.11723174154758453,0.5751138925552368,-0.6946526169776917,0.035972774028778076,-0.3820156380534172,Good,0,0.00393112897872927,Stable
12,0.8042029142379761,0.9023312330245972,0.19089415669441223,0.8644815683364868,0.11772569268941879,0.5737373232841492,-0.6911054253578186,0.03784966468811035,-0.37982284277677536,Good,0,0.005416965484619118,Stable
13,0.8017624616622925,0.902332603931427,0.1904807686805725,0.8637886047363281,0.11755859851837158,0.5636246800422668,-0.7026398777961731,0.03854399919509888,-0.3785630166530609,Good,0,0.0029135584831238015,Stable
14,0.7996602654457092,0.9020132422447205,0.1885051727294922,0.8647390007972717,0.11741157621145248,0.5538828372955322,-0.6831675171852112,0.03727424144744873,-0.3766711428761482,Good,0,0.00864731073379521,Stable
15,0.798258900642395,0.9016535878181458,0.1883973628282547,0.864808201789856,0.11759843677282333,0.5440539717674255,-0.6843212842941284,0.036845386028289795,-0.3757296949625015,Good,0,0.008355498313903809,Stable
16,0.7923761010169983,0.9017921090126038,0.18815672397613525,0.8648604154586792,0.1175641417503357,0.5327644944190979,-0.6799468994140625,0.03693169355392456,-0.3727022707462311,Good,0,0.0029411435127257857,Stable
17,0.7893338203430176,0.9017430543899536,0.18793392181396484,0.8648456335067749,0.11812827736139297,0.5319334268569946,-0.702306866645813,0.03689742088317871,-0.37050559371709824,Good,0,0.0022402882575988103,Stable
18,0.788145124912262,0.9018361568450928,0.18651875853538513,0.8650719523429871,0.1195276603102684,0.5302401781082153,-0.7222753167152405,0.03676420450210571,-0.36780428141355515,Good,0,0.003927087783813565,Stable
19,0.7876154184341431,0.9018324613571167,0.1861659437417984,0.8627215623855591,0.12229397147893906,0.5259483456611633,-0.7258484363555908,0.03911089897155762,-0.3645967096090317,Good,0,0.008536183834075839,Stable
20,0.7874957323074341,0.9035053253173828,0.18593773245811462,0.8606730103492737,0.14487680792808533,0.519138514995575,-0.7541230320930481,0.04283231496810913,-0.341839924454689,Good,0,0.01396034955978398,Stable
21,0.7872825860977173,0.9050609469413757,0.18595728278160095,0.8550165295600891,0.15694622695446014,0.5134698748588562,-0.8175772428512573,0.05004441738128662,-0.329673707485199,Bad - Slouching,1,0.02752606868743901,Stable
22,0.786354660987854,0.9050565958023071,0.18577811121940613,0.8539862036705017,0.18446923792362213,0.5115233063697815,-0.9304715394973755,0.05107039213180542,-0.30159714818000793,Bad - Slouching,2,0.04563293457031248,Stable
23,0.7863820195198059,0.9044525027275085,0.1868896186351776,0.846113920211792,0.20699205994606018,0.5122292637825012,-1.197165608406067,0.05833858251571655,-0.2796437591314316,Bad - Slouching,3,0.0949780583381653,Stable
24,0.7862128019332886,0.9044679999351501,0.18860436975955963,0.8376835584640503,0.22656162083148956,0.5126175284385681,-1.2168961763381958,0.06678444147109985,-0.26084696501493454,Bad - Slouching,4,0.09820954799652093,Stable
25,0.80211341381073,0.9043005108833313,0.18884989619255066,0.8380863070487976,0.28436219692230225,0.5113913416862488,-1.0787193775177002,0.06621420383453369,-0.21111945807933807,Bad - Slouching,5,0.0649192690849304,Stable
26,0.8069862127304077,0.9043588638305664,0.1905558854341507,0.8396463394165039,0.30418601632118225,0.5093182325363159,-1.1663475036621094,0.0647125244140625,-0.19458503276109695,Bad - Slouching,6,0.06975405216217045,Stable
