Emotion Detection,Time
sad,2025-07-17 12:44:32
sad,2025-07-17 12:44:32
sad,2025-07-17 12:44:33
sad,2025-07-17 12:44:33
sad,2025-07-17 12:44:33
sad,2025-07-17 12:44:33
sad,2025-07-17 12:44:33
neutral,2025-07-17 12:44:33
sad,2025-07-17 12:44:33
angry,2025-07-17 12:44:33
neutral,2025-07-17 12:44:33
sad,2025-07-17 12:44:33
sad,2025-07-17 12:44:33
neutral,2025-07-17 12:44:33
sad,2025-07-17 12:44:33
sad,2025-07-17 12:44:33
sad,2025-07-17 12:44:33
sad,2025-07-17 12:44:34
sad,2025-07-17 12:44:34
sad,2025-07-17 12:44:34
sad,2025-07-17 12:44:34
sad,2025-07-17 12:44:34
sad,2025-07-17 12:44:34
sad,2025-07-17 12:44:34
sad,2025-07-17 12:44:34
angry,2025-07-17 12:44:34
neutral,2025-07-17 12:44:34
sad,2025-07-17 12:44:34
neutral,2025-07-17 12:44:34
angry,2025-07-17 12:44:34
angry,2025-07-17 12:44:34
angry,2025-07-17 12:44:34
angry,2025-07-17 12:44:34
sad,2025-07-17 12:44:34
neutral,2025-07-17 12:44:35
angry,2025-07-17 12:44:35
angry,2025-07-17 12:44:35
angry,2025-07-17 12:44:35
angry,2025-07-17 12:44:35
neutral,2025-07-17 12:44:35
angry,2025-07-17 12:44:35
sad,2025-07-17 12:44:35
neutral,2025-07-17 12:44:35
angry,2025-07-17 12:44:35
angry,2025-07-17 12:44:35
angry,2025-07-17 12:44:35
angry,2025-07-17 12:44:35
neutral,2025-07-17 12:44:35
angry,2025-07-17 12:44:35
angry,2025-07-17 12:44:35
angry,2025-07-17 12:44:35
neutral,2025-07-17 12:44:35
angry,2025-07-17 12:44:36
angry,2025-07-17 12:44:36
angry,2025-07-17 12:44:36
angry,2025-07-17 12:44:36
angry,2025-07-17 12:44:36
sad,2025-07-17 12:44:36
neutral,2025-07-17 12:44:36
sad,2025-07-17 12:44:36
angry,2025-07-17 12:44:36
sad,2025-07-17 12:44:36
angry,2025-07-17 12:44:36
sad,2025-07-17 12:44:36
neutral,2025-07-17 12:44:36
sad,2025-07-17 12:44:36
sad,2025-07-17 12:44:36
sad,2025-07-17 12:44:36
sad,2025-07-17 12:44:36
neutral,2025-07-17 12:44:36
sad,2025-07-17 12:44:36
angry,2025-07-17 12:44:36
sad,2025-07-17 12:44:36
sad,2025-07-17 12:44:36
angry,2025-07-17 12:44:36
sad,2025-07-17 12:44:36
sad,2025-07-17 12:44:36
sad,2025-07-17 12:44:37
angry,2025-07-17 12:44:37
sad,2025-07-17 12:44:37
sad,2025-07-17 12:44:37
sad,2025-07-17 12:44:37
angry,2025-07-17 12:44:37
sad,2025-07-17 12:44:37
sad,2025-07-17 12:44:37
neutral,2025-07-17 12:44:37
angry,2025-07-17 12:44:37
sad,2025-07-17 12:44:37
happy,2025-07-17 12:44:37
sad,2025-07-17 12:44:37
happy,2025-07-17 12:44:37
sad,2025-07-17 12:44:37
angry,2025-07-17 12:44:37
sad,2025-07-17 12:44:37
sad,2025-07-17 12:44:37
sad,2025-07-17 12:44:37
angry,2025-07-17 12:44:37
fear,2025-07-17 12:44:38
angry,2025-07-17 12:44:38
angry,2025-07-17 12:44:38
neutral,2025-07-17 12:44:38
angry,2025-07-17 12:44:38
neutral,2025-07-17 12:44:38
neutral,2025-07-17 12:44:38
neutral,2025-07-17 12:44:38
angry,2025-07-17 12:44:38
angry,2025-07-17 12:44:38
angry,2025-07-17 12:44:38
angry,2025-07-17 12:44:38
angry,2025-07-17 12:44:38
