Emotion Detection,Time
fear,2025-07-23 11:28:13
fear,2025-07-23 11:28:13
fear,2025-07-23 11:28:14
fear,2025-07-23 11:28:14
fear,2025-07-23 11:28:14
fear,2025-07-23 11:28:14
neutral,2025-07-23 11:28:14
fear,2025-07-23 11:28:15
fear,2025-07-23 11:28:15
neutral,2025-07-23 11:28:15
fear,2025-07-23 11:28:15
fear,2025-07-23 11:28:16
fear,2025-07-23 11:28:16
fear,2025-07-23 11:28:16
fear,2025-07-23 11:28:16
neutral,2025-07-23 11:28:16
neutral,2025-07-23 11:28:16
fear,2025-07-23 11:28:16
neutral,2025-07-23 11:28:16
fear,2025-07-23 11:28:16
fear,2025-07-23 11:28:16
fear,2025-07-23 11:28:16
fear,2025-07-23 11:28:16
fear,2025-07-23 11:28:17
fear,2025-07-23 11:28:17
angry,2025-07-23 11:28:21
angry,2025-07-23 11:28:21
angry,2025-07-23 11:28:22
angry,2025-07-23 11:28:22
neutral,2025-07-23 11:28:22
neutral,2025-07-23 11:28:22
neutral,2025-07-23 11:28:22
neutral,2025-07-23 11:28:22
neutral,2025-07-23 11:28:22
neutral,2025-07-23 11:28:22
neutral,2025-07-23 11:28:22
neutral,2025-07-23 11:28:22
neutral,2025-07-23 11:28:22
neutral,2025-07-23 11:28:22
neutral,2025-07-23 11:28:22
neutral,2025-07-23 11:28:22
neutral,2025-07-23 11:28:22
neutral,2025-07-23 11:28:23
sad,2025-07-23 11:28:23
sad,2025-07-23 11:28:23
sad,2025-07-23 11:28:23
sad,2025-07-23 11:28:23
sad,2025-07-23 11:28:23
sad,2025-07-23 11:28:23
neutral,2025-07-23 11:28:23
neutral,2025-07-23 11:28:23
sad,2025-07-23 11:28:23
sad,2025-07-23 11:28:23
sad,2025-07-23 11:28:24
sad,2025-07-23 11:28:24
sad,2025-07-23 11:28:24
sad,2025-07-23 11:28:24
sad,2025-07-23 11:28:24
sad,2025-07-23 11:28:24
sad,2025-07-23 11:28:24
sad,2025-07-23 11:28:24
sad,2025-07-23 11:28:24
sad,2025-07-23 11:28:24
sad,2025-07-23 11:28:24
sad,2025-07-23 11:28:25
sad,2025-07-23 11:28:25
sad,2025-07-23 11:28:25
sad,2025-07-23 11:28:25
sad,2025-07-23 11:28:25
sad,2025-07-23 11:28:25
sad,2025-07-23 11:28:25
sad,2025-07-23 11:28:27
sad,2025-07-23 11:28:27
sad,2025-07-23 11:28:28
sad,2025-07-23 11:28:28
sad,2025-07-23 11:28:28
sad,2025-07-23 11:28:30
sad,2025-07-23 11:28:30
sad,2025-07-23 11:28:31
angry,2025-07-23 11:28:31
neutral,2025-07-23 11:28:31
neutral,2025-07-23 11:28:31
neutral,2025-07-23 11:28:31
neutral,2025-07-23 11:28:31
neutral,2025-07-23 11:28:31
neutral,2025-07-23 11:28:31
neutral,2025-07-23 11:28:31
neutral,2025-07-23 11:28:31
neutral,2025-07-23 11:28:31
neutral,2025-07-23 11:28:31
neutral,2025-07-23 11:28:31
neutral,2025-07-23 11:28:32
neutral,2025-07-23 11:28:32
neutral,2025-07-23 11:28:32
neutral,2025-07-23 11:28:32
neutral,2025-07-23 11:28:32
neutral,2025-07-23 11:28:32
neutral,2025-07-23 11:28:32
neutral,2025-07-23 11:28:32
neutral,2025-07-23 11:28:32
neutral,2025-07-23 11:28:32
neutral,2025-07-23 11:28:32
neutral,2025-07-23 11:28:32
neutral,2025-07-23 11:28:32
neutral,2025-07-23 11:28:32
angry,2025-07-23 11:28:32
angry,2025-07-23 11:28:33
angry,2025-07-23 11:28:33
angry,2025-07-23 11:28:33
angry,2025-07-23 11:28:33
neutral,2025-07-23 11:28:33
angry,2025-07-23 11:28:33
angry,2025-07-23 11:28:33
angry,2025-07-23 11:28:33
neutral,2025-07-23 11:28:33
neutral,2025-07-23 11:28:33
sad,2025-07-23 11:28:33
neutral,2025-07-23 11:28:33
neutral,2025-07-23 11:28:33
angry,2025-07-23 11:28:34
neutral,2025-07-23 11:28:34
angry,2025-07-23 11:28:34
angry,2025-07-23 11:28:34
neutral,2025-07-23 11:28:34
neutral,2025-07-23 11:28:35
neutral,2025-07-23 11:28:35
neutral,2025-07-23 11:28:35
neutral,2025-07-23 11:28:35
neutral,2025-07-23 11:28:35
neutral,2025-07-23 11:28:35
neutral,2025-07-23 11:28:35
neutral,2025-07-23 11:28:35
neutral,2025-07-23 11:28:35
neutral,2025-07-23 11:28:36
neutral,2025-07-23 11:28:36
neutral,2025-07-23 11:28:36
neutral,2025-07-23 11:28:36
neutral,2025-07-23 11:28:36
neutral,2025-07-23 11:28:36
neutral,2025-07-23 11:28:36
neutral,2025-07-23 11:28:36
neutral,2025-07-23 11:28:36
neutral,2025-07-23 11:28:36
neutral,2025-07-23 11:28:36
neutral,2025-07-23 11:28:36
neutral,2025-07-23 11:28:37
neutral,2025-07-23 11:28:37
neutral,2025-07-23 11:28:37
neutral,2025-07-23 11:28:37
neutral,2025-07-23 11:28:37
neutral,2025-07-23 11:28:37
neutral,2025-07-23 11:28:37
neutral,2025-07-23 11:28:37
neutral,2025-07-23 11:28:37
neutral,2025-07-23 11:28:37
neutral,2025-07-23 11:28:37
neutral,2025-07-23 11:28:37
sad,2025-07-23 11:28:37
sad,2025-07-23 11:28:38
sad,2025-07-23 11:28:38
sad,2025-07-23 11:28:38
sad,2025-07-23 11:28:38
neutral,2025-07-23 11:28:38
neutral,2025-07-23 11:28:38
neutral,2025-07-23 11:28:38
sad,2025-07-23 11:28:38
fear,2025-07-23 11:28:38
sad,2025-07-23 11:28:38
neutral,2025-07-23 11:28:38
sad,2025-07-23 11:28:39
sad,2025-07-23 11:28:39
