Emotion Detection,Time
neutral,2025-07-17 12:58:12
fear,2025-07-17 12:58:13
neutral,2025-07-17 12:58:13
sad,2025-07-17 12:58:13
sad,2025-07-17 12:58:13
sad,2025-07-17 12:58:14
fear,2025-07-17 12:58:14
sad,2025-07-17 12:58:19
fear,2025-07-17 12:58:19
fear,2025-07-17 12:58:19
sad,2025-07-17 12:58:19
neutral,2025-07-17 12:58:19
sad,2025-07-17 12:58:20
happy,2025-07-17 12:58:21
sad,2025-07-17 12:58:21
angry,2025-07-17 12:59:10
neutral,2025-07-17 12:59:10
angry,2025-07-17 12:59:10
sad,2025-07-17 12:59:11
sad,2025-07-17 12:59:11
sad,2025-07-17 12:59:11
neutral,2025-07-17 12:59:11
angry,2025-07-17 12:59:11
angry,2025-07-17 12:59:11
sad,2025-07-17 12:59:11
sad,2025-07-17 12:59:11
fear,2025-07-17 12:59:11
sad,2025-07-17 12:59:11
sad,2025-07-17 12:59:11
angry,2025-07-17 12:59:12
angry,2025-07-17 12:59:12
angry,2025-07-17 12:59:12
angry,2025-07-17 12:59:12
angry,2025-07-17 12:59:12
angry,2025-07-17 12:59:12
neutral,2025-07-17 12:59:12
neutral,2025-07-17 12:59:12
neutral,2025-07-17 12:59:12
neutral,2025-07-17 12:59:12
neutral,2025-07-17 12:59:12
neutral,2025-07-17 12:59:12
neutral,2025-07-17 12:59:12
neutral,2025-07-17 12:59:12
sad,2025-07-17 12:59:12
sad,2025-07-17 12:59:12
angry,2025-07-17 12:59:12
angry,2025-07-17 12:59:12
sad,2025-07-17 12:59:13
happy,2025-07-17 12:59:13
neutral,2025-07-17 12:59:13
sad,2025-07-17 12:59:13
sad,2025-07-17 12:59:13
sad,2025-07-17 12:59:13
sad,2025-07-17 12:59:13
sad,2025-07-17 12:59:13
sad,2025-07-17 12:59:13
neutral,2025-07-17 12:59:13
neutral,2025-07-17 12:59:13
neutral,2025-07-17 12:59:13
neutral,2025-07-17 12:59:13
sad,2025-07-17 12:59:13
sad,2025-07-17 12:59:13
sad,2025-07-17 12:59:13
sad,2025-07-17 12:59:13
neutral,2025-07-17 12:59:13
angry,2025-07-17 12:59:13
sad,2025-07-17 12:59:13
neutral,2025-07-17 12:59:14
sad,2025-07-17 12:59:14
neutral,2025-07-17 12:59:14
angry,2025-07-17 12:59:14
neutral,2025-07-17 12:59:14
neutral,2025-07-17 12:59:14
fear,2025-07-17 12:59:14
neutral,2025-07-17 12:59:14
sad,2025-07-17 12:59:14
sad,2025-07-17 12:59:14
neutral,2025-07-17 12:59:14
neutral,2025-07-17 12:59:14
neutral,2025-07-17 12:59:14
neutral,2025-07-17 12:59:14
neutral,2025-07-17 12:59:14
neutral,2025-07-17 12:59:14
sad,2025-07-17 12:59:14
neutral,2025-07-17 12:59:14
sad,2025-07-17 12:59:14
sad,2025-07-17 12:59:14
sad,2025-07-17 12:59:14
neutral,2025-07-17 12:59:14
sad,2025-07-17 12:59:15
sad,2025-07-17 12:59:15
sad,2025-07-17 12:59:15
sad,2025-07-17 12:59:15
sad,2025-07-17 12:59:15
sad,2025-07-17 12:59:15
neutral,2025-07-17 12:59:15
neutral,2025-07-17 12:59:15
neutral,2025-07-17 12:59:15
sad,2025-07-17 12:59:15
sad,2025-07-17 12:59:15
sad,2025-07-17 12:59:15
sad,2025-07-17 12:59:15
sad,2025-07-17 12:59:15
neutral,2025-07-17 12:59:15
neutral,2025-07-17 12:59:15
neutral,2025-07-17 12:59:15
neutral,2025-07-17 12:59:15
neutral,2025-07-17 12:59:16
neutral,2025-07-17 12:59:16
neutral,2025-07-17 12:59:16
sad,2025-07-17 12:59:16
sad,2025-07-17 12:59:16
