Emotion Detection,Time
neutral,2025-07-17 14:01:19
neutral,2025-07-17 14:01:19
neutral,2025-07-17 14:01:19
sad,2025-07-17 14:01:19
sad,2025-07-17 14:01:19
neutral,2025-07-17 14:01:19
sad,2025-07-17 14:01:20
sad,2025-07-17 14:01:20
angry,2025-07-17 14:01:20
angry,2025-07-17 14:01:20
neutral,2025-07-17 14:01:20
angry,2025-07-17 14:01:20
neutral,2025-07-17 14:01:20
angry,2025-07-17 14:01:20
sad,2025-07-17 14:01:20
neutral,2025-07-17 14:01:20
neutral,2025-07-17 14:01:20
neutral,2025-07-17 14:01:20
angry,2025-07-17 14:01:20
neutral,2025-07-17 14:01:20
sad,2025-07-17 14:01:20
sad,2025-07-17 14:01:20
neutral,2025-07-17 14:01:20
neutral,2025-07-17 14:01:20
happy,2025-07-17 14:01:20
happy,2025-07-17 14:01:20
neutral,2025-07-17 14:01:20
happy,2025-07-17 14:01:20
neutral,2025-07-17 14:01:20
neutral,2025-07-17 14:01:20
neutral,2025-07-17 14:01:20
sad,2025-07-17 14:01:20
angry,2025-07-17 14:01:20
happy,2025-07-17 14:01:20
neutral,2025-07-17 14:01:20
sad,2025-07-17 14:01:20
neutral,2025-07-17 14:01:20
neutral,2025-07-17 14:01:20
angry,2025-07-17 14:01:20
fear,2025-07-17 14:01:21
neutral,2025-07-17 14:01:21
sad,2025-07-17 14:01:21
neutral,2025-07-17 14:01:21
sad,2025-07-17 14:01:21
fear,2025-07-17 14:01:21
neutral,2025-07-17 14:01:21
sad,2025-07-17 14:01:21
happy,2025-07-17 14:01:21
neutral,2025-07-17 14:01:21
happy,2025-07-17 14:01:21
sad,2025-07-17 14:01:21
neutral,2025-07-17 14:01:21
sad,2025-07-17 14:01:21
angry,2025-07-17 14:01:21
angry,2025-07-17 14:01:21
sad,2025-07-17 14:01:21
angry,2025-07-17 14:01:21
sad,2025-07-17 14:01:21
neutral,2025-07-17 14:01:21
angry,2025-07-17 14:01:21
fear,2025-07-17 14:01:21
neutral,2025-07-17 14:01:21
fear,2025-07-17 14:01:21
sad,2025-07-17 14:01:21
neutral,2025-07-17 14:01:21
angry,2025-07-17 14:01:21
angry,2025-07-17 14:01:21
sad,2025-07-17 14:01:21
