,Emotion Detection,Time
3581,neutral,2025-06-30 13:02:07.304459
3582,neutral,2025-06-30 13:02:07.645442
3583,angry,2025-06-30 13:02:08.066573
3584,neutral,2025-06-30 13:02:08.376505
3585,neutral,2025-06-30 13:02:08.758326
3586,angry,2025-06-30 13:02:09.086320
3587,neutral,2025-06-30 13:02:09.362275
3588,neutral,2025-06-30 13:02:09.688419
3589,neutral,2025-06-30 13:02:10.039836
3590,neutral,2025-06-30 13:02:10.385966
3591,neutral,2025-06-30 13:02:10.726912
3592,neutral,2025-06-30 13:02:11.040454
3593,neutral,2025-06-30 13:02:11.407072
3594,neutral,2025-06-30 13:02:11.774291
3595,neutral,2025-06-30 13:02:12.078334
3596,neutral,2025-06-30 13:02:12.399606
3597,neutral,2025-06-30 13:02:12.705824
3598,neutral,2025-06-30 13:02:13.099644
3599,neutral,2025-06-30 13:02:13.450065
3600,neutral,2025-06-30 13:02:13.808663
3601,neutral,2025-06-30 13:02:14.159280
3602,neutral,2025-06-30 13:02:14.486398
3603,neutral,2025-06-30 13:02:14.878327
3604,neutral,2025-06-30 13:02:15.224261
3605,neutral,2025-06-30 13:02:15.571752
3606,neutral,2025-06-30 13:02:15.887099
3607,neutral,2025-06-30 13:02:16.234180
3608,neutral,2025-06-30 13:02:16.608517
3609,neutral,2025-06-30 13:02:16.914795
3610,neutral,2025-06-30 13:02:17.276294
3611,neutral,2025-06-30 13:02:17.639051
3612,neutral,2025-06-30 13:02:18.037852
3613,neutral,2025-06-30 13:02:18.405486
3614,neutral,2025-06-30 13:02:18.740286
3615,neutral,2025-06-30 13:02:19.118823
3616,neutral,2025-06-30 13:02:19.429295
3617,neutral,2025-06-30 13:02:19.716470
3618,neutral,2025-06-30 13:02:20.102273
3619,neutral,2025-06-30 13:02:20.435159
3620,neutral,2025-06-30 13:02:20.781971
3621,neutral,2025-06-30 13:02:21.125554
3622,neutral,2025-06-30 13:02:21.518360
3623,neutral,2025-06-30 13:02:21.851355
3624,neutral,2025-06-30 13:02:22.140099
3625,neutral,2025-06-30 13:02:22.486362
3626,neutral,2025-06-30 13:02:22.802246
3627,neutral,2025-06-30 13:02:23.245563
3628,neutral,2025-06-30 13:02:23.637102
3629,neutral,2025-06-30 13:02:24.025652
3630,neutral,2025-06-30 13:02:24.348206
3631,neutral,2025-06-30 13:02:24.759170
3632,neutral,2025-06-30 13:02:25.104683
3633,neutral,2025-06-30 13:02:25.444720
3634,neutral,2025-06-30 13:02:25.778239
3635,neutral,2025-06-30 13:02:26.174251
3636,neutral,2025-06-30 13:02:26.534459
3637,neutral,2025-06-30 13:02:26.872941
3638,neutral,2025-06-30 13:02:27.198384
3639,neutral,2025-06-30 13:02:27.563746
3640,neutral,2025-06-30 13:02:27.845442
3641,neutral,2025-06-30 13:02:28.173171
3642,neutral,2025-06-30 13:02:28.542418
3643,neutral,2025-06-30 13:02:28.913069
3644,neutral,2025-06-30 13:02:29.249855
3645,neutral,2025-06-30 13:02:29.557493
3646,fear,2025-06-30 13:02:29.850207
3647,neutral,2025-06-30 13:02:30.119690
3648,neutral,2025-06-30 13:02:30.390016
3649,neutral,2025-06-30 13:02:30.654556
3650,neutral,2025-06-30 13:02:30.931688
3651,neutral,2025-06-30 13:02:31.226848
3652,neutral,2025-06-30 13:02:31.529153
3653,neutral,2025-06-30 13:02:31.914404
3654,angry,2025-06-30 13:02:32.199473
3655,neutral,2025-06-30 13:02:32.491745
3656,neutral,2025-06-30 13:02:33.032370
3657,sad,2025-06-30 13:02:34.389690
3658,sad,2025-06-30 13:02:34.678049
3659,sad,2025-06-30 13:02:34.926123
3660,sad,2025-06-30 13:02:35.183227
3661,neutral,2025-06-30 13:02:35.490226
3662,neutral,2025-06-30 13:02:35.791166
3663,neutral,2025-06-30 13:02:36.270384
3664,sad,2025-06-30 13:02:36.592340
3665,sad,2025-06-30 13:02:37.200618
3666,neutral,2025-06-30 13:02:37.613143
3667,neutral,2025-06-30 13:02:37.931209
3668,neutral,2025-06-30 13:02:38.241366
3669,neutral,2025-06-30 13:02:38.539488
3670,neutral,2025-06-30 13:02:38.830533
3671,fear,2025-06-30 13:02:39.224296
3672,fear,2025-06-30 13:02:40.602212
3673,sad,2025-06-30 13:02:41.787897
3674,happy,2025-06-30 13:02:42.029448
3675,fear,2025-06-30 13:02:42.321124
3676,sad,2025-06-30 13:02:42.676922
3677,happy,2025-06-30 13:02:42.928371
3678,happy,2025-06-30 13:02:43.228682
3679,neutral,2025-06-30 13:02:43.497214
3680,neutral,2025-06-30 13:02:43.778065
3681,neutral,2025-06-30 13:02:44.062122
3682,neutral,2025-06-30 13:02:44.359357
3683,neutral,2025-06-30 13:02:44.662573
3684,neutral,2025-06-30 13:02:45.073410
3685,neutral,2025-06-30 13:02:45.425486
3686,neutral,2025-06-30 13:02:45.731456
3687,neutral,2025-06-30 13:02:46.107536
3688,neutral,2025-06-30 13:02:46.463339
3689,neutral,2025-06-30 13:02:46.860192
3690,neutral,2025-06-30 13:02:47.277477
3691,neutral,2025-06-30 13:02:47.646472
3692,neutral,2025-06-30 13:02:47.993286
3693,neutral,2025-06-30 13:02:48.344812
3694,neutral,2025-06-30 13:02:48.757626
3695,neutral,2025-06-30 13:02:49.166737
3696,neutral,2025-06-30 13:02:49.565470
3697,neutral,2025-06-30 13:02:49.937205
3698,neutral,2025-06-30 13:02:50.318135
3699,neutral,2025-06-30 13:02:50.766128
3700,neutral,2025-06-30 13:02:51.167371
3701,neutral,2025-06-30 13:02:51.551616
3702,neutral,2025-06-30 13:02:51.972442
3703,neutral,2025-06-30 13:02:52.820564
3704,neutral,2025-06-30 13:02:53.573180
3705,neutral,2025-06-30 13:02:53.909156
3706,neutral,2025-06-30 13:02:54.236636
3707,neutral,2025-06-30 13:02:54.539202
3708,neutral,2025-06-30 13:02:54.840168
3709,neutral,2025-06-30 13:02:55.136177
3710,neutral,2025-06-30 13:02:55.403775
3711,neutral,2025-06-30 13:02:55.766455
3712,neutral,2025-06-30 13:02:56.113745
3713,neutral,2025-06-30 13:02:56.494504
3714,neutral,2025-06-30 13:02:56.877626
3715,neutral,2025-06-30 13:02:57.219452
3716,neutral,2025-06-30 13:02:57.577223
3717,neutral,2025-06-30 13:02:57.960793
3718,neutral,2025-06-30 13:02:58.312553
3719,neutral,2025-06-30 13:02:58.588557
3720,neutral,2025-06-30 13:02:58.895770
3721,sad,2025-06-30 13:02:59.202457
3722,neutral,2025-06-30 13:02:59.437404
3723,neutral,2025-06-30 13:02:59.818151
3724,neutral,2025-06-30 13:03:00.184024
3725,neutral,2025-06-30 13:03:00.474895
3726,neutral,2025-06-30 13:03:00.825990
3727,neutral,2025-06-30 13:03:01.211427
3728,neutral,2025-06-30 13:03:01.535029
3729,neutral,2025-06-30 13:03:01.863215
3730,neutral,2025-06-30 13:03:02.266503
3731,neutral,2025-06-30 13:03:02.569993
3732,neutral,2025-06-30 13:03:02.905627
3733,neutral,2025-06-30 13:03:03.212780
3734,neutral,2025-06-30 13:03:03.647352
3735,neutral,2025-06-30 13:03:04.001022
3736,neutral,2025-06-30 13:03:04.368033
3737,neutral,2025-06-30 13:03:04.721385
3738,neutral,2025-06-30 13:03:05.094842
3739,neutral,2025-06-30 13:03:05.471023
3740,neutral,2025-06-30 13:03:05.817358
3741,neutral,2025-06-30 13:03:06.120846
3742,neutral,2025-06-30 13:03:06.462792
3743,neutral,2025-06-30 13:03:06.776992
3744,neutral,2025-06-30 13:03:07.136843
3745,neutral,2025-06-30 13:03:07.494300
3746,neutral,2025-06-30 13:03:07.801523
3747,neutral,2025-06-30 13:03:08.203346
3748,neutral,2025-06-30 13:03:08.533624
3749,neutral,2025-06-30 13:03:08.860258
3750,neutral,2025-06-30 13:03:09.166264
3751,neutral,2025-06-30 13:03:09.514783
3752,neutral,2025-06-30 13:03:09.800957
3753,neutral,2025-06-30 13:03:10.203381
3754,neutral,2025-06-30 13:03:10.582328
3755,neutral,2025-06-30 13:03:10.911629
3756,neutral,2025-06-30 13:03:11.374733
3757,neutral,2025-06-30 13:03:11.742329
3758,fear,2025-06-30 13:03:12.077791
3759,neutral,2025-06-30 13:03:12.421732
3760,neutral,2025-06-30 13:03:12.781565
3761,neutral,2025-06-30 13:03:13.159864
3762,neutral,2025-06-30 13:03:14.958275
3763,sad,2025-06-30 13:03:15.308221
3764,angry,2025-06-30 13:03:15.614744
3765,neutral,2025-06-30 13:03:16.019399
3766,neutral,2025-06-30 13:03:16.318034
3767,neutral,2025-06-30 13:03:16.657306
3768,neutral,2025-06-30 13:03:17.004209
3769,neutral,2025-06-30 13:03:17.389090
3770,neutral,2025-06-30 13:03:17.739437
3771,neutral,2025-06-30 13:03:18.061916
3772,neutral,2025-06-30 13:03:18.429306
3773,neutral,2025-06-30 13:03:18.853191
3774,neutral,2025-06-30 13:03:19.230398
3775,neutral,2025-06-30 13:03:19.568480
3776,neutral,2025-06-30 13:03:19.888509
3777,neutral,2025-06-30 13:03:20.241668
3778,neutral,2025-06-30 13:03:20.621885
3779,neutral,2025-06-30 13:03:20.953067
3780,happy,2025-06-30 13:03:21.310701
3781,neutral,2025-06-30 13:03:21.638808
3782,neutral,2025-06-30 13:03:22.037566
3783,neutral,2025-06-30 13:03:22.370837
3784,neutral,2025-06-30 13:03:22.748331
3785,neutral,2025-06-30 13:03:23.079068
3786,neutral,2025-06-30 13:03:23.392761
3787,fear,2025-06-30 13:03:23.694808
3788,angry,2025-06-30 13:03:24.002391
3789,fear,2025-06-30 13:03:24.324581
3790,fear,2025-06-30 13:03:24.677411
3791,fear,2025-06-30 13:03:25.095455
3792,fear,2025-06-30 13:03:25.429977
3793,fear,2025-06-30 13:03:25.779497
3794,fear,2025-06-30 13:03:26.201704
3795,fear,2025-06-30 13:03:26.498379
3796,fear,2025-06-30 13:03:26.860340
3797,fear,2025-06-30 13:03:27.217594
3798,fear,2025-06-30 13:03:27.752837
3799,fear,2025-06-30 13:03:28.145064
3800,fear,2025-06-30 13:03:28.524024
3801,fear,2025-06-30 13:03:28.830631
3802,fear,2025-06-30 13:03:29.227827
3803,fear,2025-06-30 13:03:29.646363
3804,fear,2025-06-30 13:03:29.958803
3805,angry,2025-06-30 13:03:30.298986
3806,fear,2025-06-30 13:03:30.660416
3807,fear,2025-06-30 13:03:31.126422
3808,fear,2025-06-30 13:03:31.544172
3809,fear,2025-06-30 13:03:31.862424
3810,fear,2025-06-30 13:03:32.174055
3811,fear,2025-06-30 13:03:32.543544
3812,fear,2025-06-30 13:03:32.928462
3813,fear,2025-06-30 13:03:33.260013
3814,fear,2025-06-30 13:03:34.063513
3815,happy,2025-06-30 13:03:34.456354
3816,neutral,2025-06-30 13:03:34.771657
3817,neutral,2025-06-30 13:03:35.049675
3818,neutral,2025-06-30 13:03:35.367971
3819,neutral,2025-06-30 13:03:35.694461
3820,neutral,2025-06-30 13:03:36.010941
3821,neutral,2025-06-30 13:03:36.333168
3822,neutral,2025-06-30 13:03:36.630379
3823,neutral,2025-06-30 13:03:36.902402
3824,happy,2025-06-30 13:03:37.278032
3825,angry,2025-06-30 13:03:37.713312
3826,neutral,2025-06-30 13:03:38.084029
3827,sad,2025-06-30 13:03:38.601306
3828,happy,2025-06-30 13:03:38.918843
3829,happy,2025-06-30 13:03:39.239979
3830,happy,2025-06-30 13:03:39.552236
3831,happy,2025-06-30 13:03:41.250985
3832,neutral,2025-06-30 13:03:41.670099
3833,neutral,2025-06-30 13:03:42.129552
3834,happy,2025-06-30 13:03:42.578000
3835,neutral,2025-06-30 13:03:42.911842
3836,fear,2025-06-30 13:03:43.303597
3837,neutral,2025-06-30 13:03:53.112702
3838,fear,2025-06-30 13:04:04.556447
3839,sad,2025-06-30 13:04:04.556447
3840,neutral,2025-06-30 13:04:04.968568
3841,angry,2025-06-30 13:04:05.231851
3842,happy,2025-06-30 13:04:05.513429
3843,angry,2025-06-30 13:04:05.755478
3844,angry,2025-06-30 13:04:06.094209
3845,angry,2025-06-30 13:04:06.421168
3846,neutral,2025-06-30 13:04:06.763988
3847,angry,2025-06-30 13:04:07.035363
3848,angry,2025-06-30 13:04:07.288649
3849,angry,2025-06-30 13:04:07.598008
3850,angry,2025-06-30 13:04:07.862517
3851,neutral,2025-06-30 13:04:08.189091
3852,neutral,2025-06-30 13:04:08.552476
3853,angry,2025-06-30 13:04:08.884498
3854,angry,2025-06-30 13:04:09.185607
3855,neutral,2025-06-30 13:04:09.474897
3856,angry,2025-06-30 13:04:09.758675
3857,neutral,2025-06-30 13:04:10.152494
3858,neutral,2025-06-30 13:04:10.438168
3859,happy,2025-06-30 13:04:10.745708
3860,neutral,2025-06-30 13:04:11.137691
3861,happy,2025-06-30 13:04:11.420010
3862,neutral,2025-06-30 13:04:11.694748
3863,neutral,2025-06-30 13:04:11.962894
3864,neutral,2025-06-30 13:04:12.236189
3865,neutral,2025-06-30 13:04:12.512448
3866,neutral,2025-06-30 13:04:12.781542
3867,neutral,2025-06-30 13:04:13.068790
3868,neutral,2025-06-30 13:04:13.332852
3869,neutral,2025-06-30 13:04:13.609632
3870,neutral,2025-06-30 13:04:13.942645
3871,neutral,2025-06-30 13:04:14.233496
3872,neutral,2025-06-30 13:04:14.518415
3873,neutral,2025-06-30 13:04:14.785635
3874,neutral,2025-06-30 13:04:15.060000
3875,neutral,2025-06-30 13:04:15.373246
3876,neutral,2025-06-30 13:04:15.637983
3877,neutral,2025-06-30 13:04:15.928179
3878,neutral,2025-06-30 13:04:16.173683
3879,neutral,2025-06-30 13:04:16.546474
3880,neutral,2025-06-30 13:04:16.836535
3881,neutral,2025-06-30 13:04:17.097200
3882,neutral,2025-06-30 13:04:17.355905
3883,neutral,2025-06-30 13:04:17.648085
3884,neutral,2025-06-30 13:04:18.007753
3885,neutral,2025-06-30 13:04:18.265398
3886,neutral,2025-06-30 13:04:18.513408
3887,neutral,2025-06-30 13:04:18.793380
3888,neutral,2025-06-30 13:04:19.118113
3889,neutral,2025-06-30 13:04:19.394948
3890,neutral,2025-06-30 13:04:19.670210
3891,happy,2025-06-30 13:04:19.963090
3892,neutral,2025-06-30 13:04:20.238992
3893,neutral,2025-06-30 13:04:20.571725
3894,neutral,2025-06-30 13:04:20.871084
3895,neutral,2025-06-30 13:04:21.145187
3896,neutral,2025-06-30 13:04:21.409420
3897,sad,2025-06-30 13:04:21.714990
3898,sad,2025-06-30 13:04:21.967264
3899,sad,2025-06-30 13:04:22.258366
3900,fear,2025-06-30 13:04:22.511360
3901,sad,2025-06-30 13:04:22.775345
3902,fear,2025-06-30 13:04:23.064705
3903,fear,2025-06-30 13:04:23.324586
3904,sad,2025-06-30 13:04:23.658850
3905,sad,2025-06-30 13:04:23.921517
3906,sad,2025-06-30 13:04:24.222626
3907,sad,2025-06-30 13:04:24.481011
3908,sad,2025-06-30 13:04:24.790928
3909,sad,2025-06-30 13:04:25.058884
3910,neutral,2025-06-30 13:04:25.343168
3911,neutral,2025-06-30 13:04:25.611316
3912,neutral,2025-06-30 13:04:25.910079
3913,neutral,2025-06-30 13:04:26.144779
3914,sad,2025-06-30 13:04:26.423486
3915,sad,2025-06-30 13:04:26.666649
3916,sad,2025-06-30 13:04:26.901136
3917,neutral,2025-06-30 13:04:27.198777
3918,neutral,2025-06-30 13:04:27.440158
3919,neutral,2025-06-30 13:04:27.731463
3920,sad,2025-06-30 13:04:27.975161
3921,sad,2025-06-30 13:04:28.223889
3922,neutral,2025-06-30 13:04:28.509993
3923,sad,2025-06-30 13:04:28.775193
3924,sad,2025-06-30 13:04:29.078155
3925,sad,2025-06-30 13:04:29.365006
3926,sad,2025-06-30 13:04:29.673393
3927,sad,2025-06-30 13:04:29.924844
3928,sad,2025-06-30 13:04:30.222043
3929,sad,2025-06-30 13:04:30.222043
3930,neutral,2025-06-30 13:04:30.662270
3931,sad,2025-06-30 13:04:30.662270
3932,neutral,2025-06-30 13:04:31.106831
3933,neutral,2025-06-30 13:04:31.424798
3934,neutral,2025-06-30 13:04:31.685230
3935,neutral,2025-06-30 13:04:31.960103
3936,neutral,2025-06-30 13:04:32.250865
3937,sad,2025-06-30 13:04:32.510170
3938,sad,2025-06-30 13:04:32.823260
3939,neutral,2025-06-30 13:04:33.091391
3940,neutral,2025-06-30 13:04:33.391070
3941,sad,2025-06-30 13:04:33.655737
3942,sad,2025-06-30 13:04:33.940145
3943,fear,2025-06-30 13:04:34.247283
3944,fear,2025-06-30 13:04:34.511545
3945,fear,2025-06-30 13:04:34.815409
3946,angry,2025-06-30 13:04:35.089509
3947,angry,2025-06-30 13:04:35.089509
3948,neutral,2025-06-30 13:04:35.547990
3949,sad,2025-06-30 13:04:35.814527
3950,fear,2025-06-30 13:04:36.132432
3951,fear,2025-06-30 13:04:36.408166
3952,angry,2025-06-30 13:04:36.692265
3953,sad,2025-06-30 13:04:36.964662
3954,neutral,2025-06-30 13:04:37.243271
3955,sad,2025-06-30 13:04:37.597267
3956,fear,2025-06-30 13:04:37.855440
3957,neutral,2025-06-30 13:04:38.173857
3958,neutral,2025-06-30 13:04:38.424036
3959,fear,2025-06-30 13:04:38.692262
3960,fear,2025-06-30 13:04:38.988263
3961,fear,2025-06-30 13:04:39.273264
3962,angry,2025-06-30 13:04:39.592868
3963,neutral,2025-06-30 13:04:39.840280
3964,fear,2025-06-30 13:04:40.126803
3965,fear,2025-06-30 13:04:40.404802
3966,fear,2025-06-30 13:04:40.672238
3967,neutral,2025-06-30 13:04:40.955742
3968,fear,2025-06-30 13:04:41.218793
3969,fear,2025-06-30 13:04:41.556505
3970,fear,2025-06-30 13:04:41.843878
3971,fear,2025-06-30 13:04:42.137015
3972,fear,2025-06-30 13:04:42.403643
3973,neutral,2025-06-30 13:04:42.719073
3974,fear,2025-06-30 13:04:42.995295
3975,fear,2025-06-30 13:04:43.265670
3976,sad,2025-06-30 13:04:43.556884
3977,sad,2025-06-30 13:04:43.819122
3978,sad,2025-06-30 13:04:44.109573
3979,neutral,2025-06-30 13:04:44.386896
3980,fear,2025-06-30 13:04:44.695989
3981,neutral,2025-06-30 13:04:44.972908
3982,neutral,2025-06-30 13:04:45.264725
3983,neutral,2025-06-30 13:04:45.554896
3984,neutral,2025-06-30 13:04:45.884108
3985,neutral,2025-06-30 13:04:46.149878
3986,sad,2025-06-30 13:04:46.464776
3987,neutral,2025-06-30 13:04:46.735503
3988,sad,2025-06-30 13:04:47.072141
3989,fear,2025-06-30 13:04:47.335136
3990,fear,2025-06-30 13:04:47.642876
3991,fear,2025-06-30 13:04:47.910699
3992,neutral,2025-06-30 13:04:48.203238
3993,fear,2025-06-30 13:04:48.470108
3994,fear,2025-06-30 13:04:48.733377
3995,fear,2025-06-30 13:04:49.034663
3996,fear,2025-06-30 13:04:49.299544
3997,angry,2025-06-30 13:04:49.619400
3998,angry,2025-06-30 13:04:49.905295
3999,neutral,2025-06-30 13:04:50.229734
4000,neutral,2025-06-30 13:04:50.502969
4001,neutral,2025-06-30 13:04:50.826250
4002,neutral,2025-06-30 13:04:51.083489
4003,neutral,2025-06-30 13:04:51.364114
4004,neutral,2025-06-30 13:04:51.654304
4005,neutral,2025-06-30 13:04:51.949128
4006,neutral,2025-06-30 13:04:52.260285
4007,neutral,2025-06-30 13:04:52.540632
4008,neutral,2025-06-30 13:04:52.868028
4009,neutral,2025-06-30 13:04:53.146317
4010,neutral,2025-06-30 13:04:53.463865
4011,neutral,2025-06-30 13:04:53.744618
4012,neutral,2025-06-30 13:04:54.067820
4013,neutral,2025-06-30 13:04:54.339643
4014,neutral,2025-06-30 13:04:54.669681
4015,sad,2025-06-30 13:04:54.949180
4016,sad,2025-06-30 13:04:55.263997
4017,sad,2025-06-30 13:04:55.519062
4018,neutral,2025-06-30 13:04:55.841077
4019,neutral,2025-06-30 13:04:56.119223
4020,neutral,2025-06-30 13:04:56.425968
4021,sad,2025-06-30 13:04:56.699212
4022,sad,2025-06-30 13:04:56.976477
4023,sad,2025-06-30 13:04:57.273113
4024,sad,2025-06-30 13:04:57.586549
4025,neutral,2025-06-30 13:04:57.898012
4026,neutral,2025-06-30 13:04:58.178488
4027,neutral,2025-06-30 13:04:58.485873
4028,neutral,2025-06-30 13:04:58.766393
4029,neutral,2025-06-30 13:04:59.075983
4030,neutral,2025-06-30 13:04:59.339904
4031,neutral,2025-06-30 13:04:59.622520
4032,neutral,2025-06-30 13:04:59.901580
4033,neutral,2025-06-30 13:05:00.150946
4034,neutral,2025-06-30 13:05:00.457464
4035,neutral,2025-06-30 13:05:00.732195
4036,neutral,2025-06-30 13:05:01.018330
4037,neutral,2025-06-30 13:05:01.282886
4038,neutral,2025-06-30 13:05:01.622341
4039,neutral,2025-06-30 13:05:01.900369
4040,neutral,2025-06-30 13:05:02.210069
4041,neutral,2025-06-30 13:05:02.483352
4042,neutral,2025-06-30 13:05:02.798759
4043,neutral,2025-06-30 13:05:03.061000
4044,neutral,2025-06-30 13:05:03.374160
4045,neutral,2025-06-30 13:05:03.627949
4046,neutral,2025-06-30 13:05:03.931894
4047,neutral,2025-06-30 13:05:04.204929
4048,neutral,2025-06-30 13:05:04.482707
4049,neutral,2025-06-30 13:05:04.781390
4050,neutral,2025-06-30 13:05:05.053715
4051,neutral,2025-06-30 13:05:05.351825
4052,neutral,2025-06-30 13:05:05.644771
4053,sad,2025-06-30 13:05:05.968249
4054,neutral,2025-06-30 13:05:05.968249
4055,neutral,2025-06-30 13:05:06.449031
4056,neutral,2025-06-30 13:05:06.731236
4057,neutral,2025-06-30 13:05:07.008588
4058,neutral,2025-06-30 13:05:07.291769
4059,neutral,2025-06-30 13:05:07.581652
4060,neutral,2025-06-30 13:05:07.871580
4061,neutral,2025-06-30 13:05:08.148264
4062,neutral,2025-06-30 13:05:08.485624
4063,neutral,2025-06-30 13:05:08.760984
4064,neutral,2025-06-30 13:05:09.080073
4065,neutral,2025-06-30 13:05:09.359550
4066,neutral,2025-06-30 13:05:09.668175
4067,neutral,2025-06-30 13:05:09.963898
4068,neutral,2025-06-30 13:05:10.247197
4069,neutral,2025-06-30 13:05:10.550641
4070,neutral,2025-06-30 13:05:10.830828
4071,neutral,2025-06-30 13:05:11.139765
4072,neutral,2025-06-30 13:05:11.410796
4073,neutral,2025-06-30 13:05:11.727589
4074,neutral,2025-06-30 13:05:11.996676
4075,neutral,2025-06-30 13:05:12.309731
4076,neutral,2025-06-30 13:05:12.604924
4077,neutral,2025-06-30 13:05:12.892076
4078,neutral,2025-06-30 13:05:13.225914
4079,neutral,2025-06-30 13:05:13.515143
4080,neutral,2025-06-30 13:05:13.827699
4081,neutral,2025-06-30 13:05:14.114426
4082,neutral,2025-06-30 13:05:14.432114
4083,neutral,2025-06-30 13:05:14.718242
4084,neutral,2025-06-30 13:05:15.053776
4085,neutral,2025-06-30 13:05:15.349694
4086,neutral,2025-06-30 13:05:15.635191
4087,neutral,2025-06-30 13:05:15.942292
4088,neutral,2025-06-30 13:05:16.240711
4089,neutral,2025-06-30 13:05:16.534293
4090,neutral,2025-06-30 13:05:16.811153
4091,neutral,2025-06-30 13:05:17.105192
4092,neutral,2025-06-30 13:05:17.392868
4093,neutral,2025-06-30 13:05:17.712334
4094,neutral,2025-06-30 13:05:17.979912
4095,neutral,2025-06-30 13:05:18.312684
4096,neutral,2025-06-30 13:05:18.581210
4097,neutral,2025-06-30 13:05:18.887031
4098,neutral,2025-06-30 13:05:19.158153
4099,neutral,2025-06-30 13:05:19.460043
4100,neutral,2025-06-30 13:05:19.748325
4101,neutral,2025-06-30 13:05:20.024572
4102,neutral,2025-06-30 13:05:20.359381
4103,neutral,2025-06-30 13:05:20.673969
4104,neutral,2025-06-30 13:05:21.003494
4105,neutral,2025-06-30 13:05:21.263145
4106,neutral,2025-06-30 13:05:21.595083
4107,neutral,2025-06-30 13:05:21.898872
4108,neutral,2025-06-30 13:05:22.175500
4109,neutral,2025-06-30 13:05:22.477225
4110,neutral,2025-06-30 13:05:22.759571
4111,neutral,2025-06-30 13:05:23.070027
4112,neutral,2025-06-30 13:05:23.351935
4113,neutral,2025-06-30 13:05:23.682268
4114,neutral,2025-06-30 13:05:23.967813
4115,neutral,2025-06-30 13:05:24.312055
4116,neutral,2025-06-30 13:05:24.636938
4117,neutral,2025-06-30 13:05:24.933619
4118,neutral,2025-06-30 13:05:25.270122
4119,neutral,2025-06-30 13:05:25.571340
4120,neutral,2025-06-30 13:05:25.877706
4121,neutral,2025-06-30 13:05:26.234660
4122,neutral,2025-06-30 13:05:26.560831
4123,neutral,2025-06-30 13:05:26.850184
4124,neutral,2025-06-30 13:05:27.181155
4125,neutral,2025-06-30 13:05:27.465197
4126,neutral,2025-06-30 13:05:27.794792
4127,neutral,2025-06-30 13:05:28.096240
4128,neutral,2025-06-30 13:05:28.418403
4129,neutral,2025-06-30 13:05:28.694308
4130,neutral,2025-06-30 13:05:29.038803
4131,fear,2025-06-30 13:05:29.413719
4132,fear,2025-06-30 13:05:29.762224
4133,fear,2025-06-30 13:05:30.070150
4134,neutral,2025-06-30 13:05:30.379286
4135,angry,2025-06-30 13:05:30.746310
4136,fear,2025-06-30 13:05:31.050160
4137,fear,2025-06-30 13:05:31.356766
4138,neutral,2025-06-30 13:05:31.756874
4139,neutral,2025-06-30 13:05:32.062862
4140,neutral,2025-06-30 13:05:32.396281
4141,neutral,2025-06-30 13:05:32.693444
4142,neutral,2025-06-30 13:05:32.995002
4143,neutral,2025-06-30 13:05:33.343412
4144,neutral,2025-06-30 13:05:33.656416
4145,neutral,2025-06-30 13:05:34.092430
4146,neutral,2025-06-30 13:05:34.439765
4147,neutral,2025-06-30 13:05:34.765042
4148,neutral,2025-06-30 13:05:35.086611
4149,neutral,2025-06-30 13:05:35.472832
4150,neutral,2025-06-30 13:05:35.774506
4151,neutral,2025-06-30 13:05:36.073535
4152,neutral,2025-06-30 13:05:36.456337
4153,neutral,2025-06-30 13:05:36.777038
4154,neutral,2025-06-30 13:05:37.119347
4155,neutral,2025-06-30 13:05:37.440434
4156,neutral,2025-06-30 13:05:37.864187
4157,neutral,2025-06-30 13:05:38.206249
4158,neutral,2025-06-30 13:05:38.522177
4159,neutral,2025-06-30 13:05:38.825689
4160,neutral,2025-06-30 13:05:39.198507
4161,neutral,2025-06-30 13:05:39.525258
4162,neutral,2025-06-30 13:05:39.858691
4163,neutral,2025-06-30 13:05:40.185221
4164,neutral,2025-06-30 13:05:40.575754
4165,neutral,2025-06-30 13:05:40.893776
4166,neutral,2025-06-30 13:05:41.239534
4167,neutral,2025-06-30 13:05:41.570421
4168,neutral,2025-06-30 13:05:41.990038
4169,neutral,2025-06-30 13:05:42.322424
4170,neutral,2025-06-30 13:05:42.642610
4171,neutral,2025-06-30 13:05:42.987243
4172,neutral,2025-06-30 13:05:43.357400
4173,neutral,2025-06-30 13:05:43.643647
4174,neutral,2025-06-30 13:05:43.931276
4175,neutral,2025-06-30 13:05:44.236121
4176,neutral,2025-06-30 13:05:44.540310
4177,neutral,2025-06-30 13:05:44.926370
4178,neutral,2025-06-30 13:05:45.246212
4179,neutral,2025-06-30 13:05:45.566021
4180,neutral,2025-06-30 13:05:45.933331
4181,neutral,2025-06-30 13:05:46.320492
4182,neutral,2025-06-30 13:05:46.624063
4183,neutral,2025-06-30 13:05:46.957035
4184,neutral,2025-06-30 13:05:47.277970
4185,neutral,2025-06-30 13:05:47.654311
4186,neutral,2025-06-30 13:05:47.965091
4187,neutral,2025-06-30 13:05:48.284184
4188,neutral,2025-06-30 13:05:48.615740
4189,neutral,2025-06-30 13:05:48.984750
4190,neutral,2025-06-30 13:05:49.334469
4191,neutral,2025-06-30 13:05:49.689696
4192,neutral,2025-06-30 13:05:50.040769
4193,neutral,2025-06-30 13:05:50.393590
4194,neutral,2025-06-30 13:05:50.730129
4195,neutral,2025-06-30 13:05:51.030118
