,Emotion Detection,Time
1211,fear,2025-06-30 12:50:24.429892
1212,happy,2025-06-30 12:50:24.591749
1213,happy,2025-06-30 12:50:24.992216
1214,angry,2025-06-30 12:50:25.133866
1215,fear,2025-06-30 12:50:25.263019
1216,fear,2025-06-30 12:50:25.481955
1217,happy,2025-06-30 12:50:25.637297
1218,angry,2025-06-30 12:50:25.788392
1219,surprise,2025-06-30 12:50:25.930955
1220,surprise,2025-06-30 12:50:26.067089
1221,surprise,2025-06-30 12:50:26.271493
1222,happy,2025-06-30 12:50:26.394721
1223,surprise,2025-06-30 12:50:26.543204
1224,angry,2025-06-30 12:50:26.676739
1225,surprise,2025-06-30 12:50:26.796597
1226,angry,2025-06-30 12:50:26.975994
1227,angry,2025-06-30 12:50:27.983773
1228,angry,2025-06-30 12:50:28.235960
1229,angry,2025-06-30 12:50:28.349799
1230,angry,2025-06-30 12:50:28.870471
1231,angry,2025-06-30 12:50:29.072983
1232,angry,2025-06-30 12:50:30.441791
1233,fear,2025-06-30 12:50:30.563448
1234,fear,2025-06-30 12:50:30.732630
1235,angry,2025-06-30 12:50:30.901617
1236,happy,2025-06-30 12:50:31.077961
1237,surprise,2025-06-30 12:50:31.245795
1238,happy,2025-06-30 12:50:31.416818
1239,happy,2025-06-30 12:50:31.590519
1240,angry,2025-06-30 12:50:31.854791
1241,angry,2025-06-30 12:50:32.578326
1242,angry,2025-06-30 12:50:32.711992
1243,happy,2025-06-30 12:50:32.843287
1244,happy,2025-06-30 12:50:33.064167
1245,happy,2025-06-30 12:50:33.275339
1246,fear,2025-06-30 12:50:33.436406
1247,happy,2025-06-30 12:50:33.636331
1248,happy,2025-06-30 12:50:33.887637
1249,happy,2025-06-30 12:50:34.076973
1250,happy,2025-06-30 12:50:34.312915
1251,fear,2025-06-30 12:50:34.466966
1252,fear,2025-06-30 12:50:34.621874
1253,angry,2025-06-30 12:50:34.759762
1254,happy,2025-06-30 12:50:35.003349
1255,happy,2025-06-30 12:50:35.137814
1256,happy,2025-06-30 12:50:35.333437
1257,happy,2025-06-30 12:50:35.500996
1258,happy,2025-06-30 12:50:35.668293
1259,happy,2025-06-30 12:50:35.795944
1260,happy,2025-06-30 12:50:35.945792
1261,fear,2025-06-30 12:50:36.109645
1262,surprise,2025-06-30 12:50:36.286971
1263,happy,2025-06-30 12:50:36.575135
1264,fear,2025-06-30 12:50:36.732449
1265,happy,2025-06-30 12:50:36.893359
1266,happy,2025-06-30 12:50:37.038433
1267,happy,2025-06-30 12:50:37.198217
1268,happy,2025-06-30 12:50:37.349276
1269,happy,2025-06-30 12:50:37.533295
1270,happy,2025-06-30 12:50:37.685497
1271,angry,2025-06-30 12:50:37.845689
1272,fear,2025-06-30 12:50:38.001634
1273,happy,2025-06-30 12:50:38.160492
1274,happy,2025-06-30 12:50:38.296394
1275,happy,2025-06-30 12:50:38.467988
1276,angry,2025-06-30 12:50:38.621447
1277,happy,2025-06-30 12:50:38.751490
1278,angry,2025-06-30 12:50:38.888964
1279,surprise,2025-06-30 12:50:39.030263
1280,happy,2025-06-30 12:50:39.298014
1281,surprise,2025-06-30 12:50:39.833563
1282,angry,2025-06-30 12:50:40.016094
1283,angry,2025-06-30 12:50:40.159441
1284,surprise,2025-06-30 12:50:40.325847
1285,fear,2025-06-30 12:50:40.464262
1286,angry,2025-06-30 12:50:40.619916
1287,angry,2025-06-30 12:50:40.742977
1288,fear,2025-06-30 12:50:40.953316
1289,angry,2025-06-30 12:50:41.189307
1290,happy,2025-06-30 12:50:43.022212
1291,happy,2025-06-30 12:50:43.165385
1292,happy,2025-06-30 12:50:43.312629
1293,happy,2025-06-30 12:50:43.447264
1294,happy,2025-06-30 12:50:43.660341
1295,happy,2025-06-30 12:50:43.828780
1296,happy,2025-06-30 12:50:43.993031
1297,neutral,2025-06-30 12:50:44.143497
1298,neutral,2025-06-30 12:50:44.318187
1299,neutral,2025-06-30 12:50:44.477182
1300,neutral,2025-06-30 12:50:44.664537
1301,neutral,2025-06-30 12:50:44.864714
1302,neutral,2025-06-30 12:50:45.041507
1303,happy,2025-06-30 12:50:45.200191
1304,happy,2025-06-30 12:50:45.376247
1305,happy,2025-06-30 12:50:45.519921
1306,happy,2025-06-30 12:50:45.652125
1307,happy,2025-06-30 12:50:45.790374
1308,neutral,2025-06-30 12:50:46.066541
1309,happy,2025-06-30 12:50:46.451422
1310,happy,2025-06-30 12:50:46.666213
1311,happy,2025-06-30 12:50:46.805455
1312,happy,2025-06-30 12:50:46.939498
1313,happy,2025-06-30 12:50:47.081105
1314,happy,2025-06-30 12:50:47.268749
1315,happy,2025-06-30 12:50:47.437647
1316,happy,2025-06-30 12:50:47.571640
1317,happy,2025-06-30 12:50:47.747170
1318,happy,2025-06-30 12:50:47.918256
1319,happy,2025-06-30 12:50:48.078470
1320,happy,2025-06-30 12:50:48.261324
1321,happy,2025-06-30 12:50:48.434490
1322,happy,2025-06-30 12:50:48.597853
1323,happy,2025-06-30 12:50:48.744952
1324,happy,2025-06-30 12:50:48.904932
1325,happy,2025-06-30 12:50:49.064850
1326,happy,2025-06-30 12:50:49.239714
1327,happy,2025-06-30 12:50:49.448001
1328,fear,2025-06-30 12:50:49.717914
1329,angry,2025-06-30 12:50:50.037239
1330,neutral,2025-06-30 12:50:50.285237
1331,happy,2025-06-30 12:50:50.614134
1332,neutral,2025-06-30 12:50:50.759067
1333,happy,2025-06-30 12:50:50.949055
1334,happy,2025-06-30 12:50:51.086930
1335,happy,2025-06-30 12:50:51.244456
1336,happy,2025-06-30 12:50:51.437390
1337,fear,2025-06-30 12:50:51.612697
1338,happy,2025-06-30 12:50:51.783397
1339,fear,2025-06-30 12:50:51.933461
1340,happy,2025-06-30 12:50:52.182798
1341,happy,2025-06-30 12:50:52.403174
1342,happy,2025-06-30 12:50:52.550330
1343,happy,2025-06-30 12:50:52.706223
1344,happy,2025-06-30 12:50:52.876338
1345,happy,2025-06-30 12:50:53.058778
1346,happy,2025-06-30 12:50:53.234700
1347,happy,2025-06-30 12:50:53.390252
1348,happy,2025-06-30 12:50:53.541383
1349,happy,2025-06-30 12:50:53.692409
1350,happy,2025-06-30 12:50:53.886708
1351,happy,2025-06-30 12:50:54.036896
1352,happy,2025-06-30 12:50:54.231480
1353,fear,2025-06-30 12:50:54.396856
1354,happy,2025-06-30 12:50:54.528017
1355,fear,2025-06-30 12:50:54.685777
1356,happy,2025-06-30 12:50:54.865279
1357,happy,2025-06-30 12:50:55.025847
1358,happy,2025-06-30 12:50:55.165482
1359,happy,2025-06-30 12:50:55.329794
1360,happy,2025-06-30 12:50:55.458642
1361,happy,2025-06-30 12:50:55.663377
1362,fear,2025-06-30 12:50:55.872184
1363,fear,2025-06-30 12:50:56.038825
1364,happy,2025-06-30 12:50:56.201682
1365,happy,2025-06-30 12:50:56.365506
1366,happy,2025-06-30 12:50:56.536249
1367,happy,2025-06-30 12:50:56.676763
1368,happy,2025-06-30 12:50:56.877079
1369,happy,2025-06-30 12:50:57.116155
1370,happy,2025-06-30 12:50:57.284561
1371,happy,2025-06-30 12:50:57.433300
1372,sad,2025-06-30 12:50:57.589780
1373,happy,2025-06-30 12:50:57.832851
1374,happy,2025-06-30 12:50:58.022411
1375,happy,2025-06-30 12:50:58.174661
1376,happy,2025-06-30 12:50:58.321835
1377,happy,2025-06-30 12:50:58.470148
1378,happy,2025-06-30 12:50:58.650581
1379,happy,2025-06-30 12:50:58.805923
1380,happy,2025-06-30 12:50:58.966004
1381,happy,2025-06-30 12:50:59.145272
1382,fear,2025-06-30 12:50:59.287573
1383,happy,2025-06-30 12:50:59.460364
1384,happy,2025-06-30 12:50:59.601543
1385,happy,2025-06-30 12:50:59.749696
1386,happy,2025-06-30 12:50:59.909429
1387,happy,2025-06-30 12:51:00.082915
1388,fear,2025-06-30 12:51:00.230857
1389,happy,2025-06-30 12:51:00.406760
1390,happy,2025-06-30 12:51:00.559092
1391,happy,2025-06-30 12:51:00.703535
1392,happy,2025-06-30 12:51:00.978753
1393,fear,2025-06-30 12:51:01.159970
1394,angry,2025-06-30 12:51:01.342565
1395,happy,2025-06-30 12:51:01.497525
1396,angry,2025-06-30 12:51:01.654508
1397,happy,2025-06-30 12:51:01.835559
1398,angry,2025-06-30 12:51:02.037676
1399,angry,2025-06-30 12:51:02.204345
1400,happy,2025-06-30 12:51:02.358897
1401,angry,2025-06-30 12:51:02.487404
1402,angry,2025-06-30 12:51:02.642550
1403,fear,2025-06-30 12:51:02.788325
1404,happy,2025-06-30 12:51:02.988651
1405,happy,2025-06-30 12:51:03.164937
1406,angry,2025-06-30 12:51:03.320701
1407,angry,2025-06-30 12:51:03.468122
1408,angry,2025-06-30 12:51:04.077530
1409,happy,2025-06-30 12:51:04.254510
1410,happy,2025-06-30 12:51:04.435954
1411,angry,2025-06-30 12:51:04.589615
1412,angry,2025-06-30 12:51:04.753277
1413,happy,2025-06-30 12:51:04.951754
1414,happy,2025-06-30 12:51:05.120264
1415,happy,2025-06-30 12:51:05.284115
1416,happy,2025-06-30 12:51:05.489863
1417,happy,2025-06-30 12:51:05.641922
1418,happy,2025-06-30 12:51:05.904890
1419,angry,2025-06-30 12:51:06.046117
1420,angry,2025-06-30 12:51:06.303632
1421,angry,2025-06-30 12:51:07.048655
1422,angry,2025-06-30 12:51:07.196035
1423,happy,2025-06-30 12:51:07.497292
1424,sad,2025-06-30 12:51:09.517730
1425,fear,2025-06-30 12:51:10.945646
1426,fear,2025-06-30 12:51:11.136477
1427,angry,2025-06-30 12:51:11.708384
1428,happy,2025-06-30 12:51:12.005764
1429,happy,2025-06-30 12:51:12.185590
1430,happy,2025-06-30 12:51:12.466004
1431,angry,2025-06-30 12:51:12.785594
1432,happy,2025-06-30 12:51:12.938305
1433,happy,2025-06-30 12:51:13.115342
1434,happy,2025-06-30 12:51:13.263684
1435,happy,2025-06-30 12:51:13.997433
1436,happy,2025-06-30 12:51:14.136538
1437,surprise,2025-06-30 12:51:14.297264
1438,angry,2025-06-30 12:51:14.474354
1439,fear,2025-06-30 12:51:14.650351
1440,fear,2025-06-30 12:51:14.810499
1441,happy,2025-06-30 12:51:14.990667
1442,happy,2025-06-30 12:51:15.480111
1443,happy,2025-06-30 12:51:15.759588
1444,happy,2025-06-30 12:51:15.889609
1445,happy,2025-06-30 12:51:16.039303
1446,neutral,2025-06-30 12:51:16.219884
1447,neutral,2025-06-30 12:51:16.350199
1448,neutral,2025-06-30 12:51:16.503967
1449,neutral,2025-06-30 12:51:16.639251
1450,neutral,2025-06-30 12:51:16.810183
1451,neutral,2025-06-30 12:51:16.986855
1452,neutral,2025-06-30 12:51:17.185008
1453,neutral,2025-06-30 12:51:17.310510
1454,happy,2025-06-30 12:51:17.520392
1455,happy,2025-06-30 12:51:17.792058
1456,happy,2025-06-30 12:51:17.932860
1457,happy,2025-06-30 12:51:18.116994
1458,happy,2025-06-30 12:51:18.281152
1459,happy,2025-06-30 12:51:18.450491
1460,happy,2025-06-30 12:51:18.695662
1461,happy,2025-06-30 12:51:18.901241
1462,happy,2025-06-30 12:51:19.057248
1463,happy,2025-06-30 12:51:19.250902
1464,happy,2025-06-30 12:51:19.413135
1465,angry,2025-06-30 12:51:21.527855
1466,neutral,2025-06-30 12:51:21.680423
1467,fear,2025-06-30 12:51:22.175478
1468,neutral,2025-06-30 12:51:22.345823
1469,neutral,2025-06-30 12:51:22.506848
1470,neutral,2025-06-30 12:51:22.732568
1471,sad,2025-06-30 12:51:22.896794
1472,sad,2025-06-30 12:51:23.029833
1473,sad,2025-06-30 12:51:23.187749
1474,neutral,2025-06-30 12:51:23.360224
1475,neutral,2025-06-30 12:51:23.519603
1476,neutral,2025-06-30 12:51:23.695899
1477,neutral,2025-06-30 12:51:23.875627
1478,neutral,2025-06-30 12:51:24.031189
1479,neutral,2025-06-30 12:51:24.190354
1480,neutral,2025-06-30 12:51:24.341069
1481,neutral,2025-06-30 12:51:24.508725
1482,neutral,2025-06-30 12:51:24.694415
1483,neutral,2025-06-30 12:51:24.849491
1484,neutral,2025-06-30 12:51:25.009393
1485,neutral,2025-06-30 12:51:25.171205
1486,sad,2025-06-30 12:51:25.329143
1487,neutral,2025-06-30 12:51:25.484563
1488,neutral,2025-06-30 12:51:25.685088
1489,neutral,2025-06-30 12:51:25.843485
1490,neutral,2025-06-30 12:51:25.989941
1491,neutral,2025-06-30 12:51:26.182518
1492,sad,2025-06-30 12:51:26.342326
1493,neutral,2025-06-30 12:51:26.497005
1494,neutral,2025-06-30 12:51:26.696026
1495,neutral,2025-06-30 12:51:26.869659
1496,neutral,2025-06-30 12:51:27.019714
1497,neutral,2025-06-30 12:51:27.159190
1498,neutral,2025-06-30 12:51:27.328524
1499,neutral,2025-06-30 12:51:27.472926
1500,neutral,2025-06-30 12:51:27.651104
1501,angry,2025-06-30 12:51:27.826351
1502,neutral,2025-06-30 12:51:27.978369
1503,neutral,2025-06-30 12:51:28.165227
1504,neutral,2025-06-30 12:51:28.323613
1505,neutral,2025-06-30 12:51:28.515332
1506,neutral,2025-06-30 12:51:28.686287
1507,sad,2025-06-30 12:51:28.849657
1508,neutral,2025-06-30 12:51:29.261408
1509,sad,2025-06-30 12:51:29.390615
1510,neutral,2025-06-30 12:51:29.623727
1511,neutral,2025-06-30 12:51:29.812419
1512,neutral,2025-06-30 12:51:29.981312
1513,neutral,2025-06-30 12:51:30.134384
1514,neutral,2025-06-30 12:51:30.300993
1515,neutral,2025-06-30 12:51:30.450283
1516,neutral,2025-06-30 12:51:30.624394
1517,neutral,2025-06-30 12:51:30.774000
1518,neutral,2025-06-30 12:51:30.945963
1519,neutral,2025-06-30 12:51:31.097919
1520,neutral,2025-06-30 12:51:31.264317
1521,sad,2025-06-30 12:51:31.423965
1522,neutral,2025-06-30 12:51:31.609854
1523,neutral,2025-06-30 12:51:31.736561
1524,neutral,2025-06-30 12:51:31.909849
1525,neutral,2025-06-30 12:51:32.067599
1526,sad,2025-06-30 12:51:32.227819
1527,neutral,2025-06-30 12:51:32.380862
1528,neutral,2025-06-30 12:51:32.581193
1529,neutral,2025-06-30 12:51:32.730281
1530,neutral,2025-06-30 12:51:32.883437
1531,sad,2025-06-30 12:51:33.041027
1532,neutral,2025-06-30 12:51:33.200067
1533,neutral,2025-06-30 12:51:33.400343
1534,neutral,2025-06-30 12:51:33.572420
1535,neutral,2025-06-30 12:51:33.727009
1536,neutral,2025-06-30 12:51:33.868359
1537,neutral,2025-06-30 12:51:34.022132
1538,neutral,2025-06-30 12:51:34.193302
1539,neutral,2025-06-30 12:51:34.343511
1540,neutral,2025-06-30 12:51:34.536203
1541,neutral,2025-06-30 12:51:34.695727
1542,neutral,2025-06-30 12:51:34.850045
1543,neutral,2025-06-30 12:51:35.018605
1544,neutral,2025-06-30 12:51:35.173681
1545,neutral,2025-06-30 12:51:35.354258
1546,neutral,2025-06-30 12:51:35.528481
1547,neutral,2025-06-30 12:51:35.680377
1548,neutral,2025-06-30 12:51:35.850278
1549,neutral,2025-06-30 12:51:36.016113
1550,neutral,2025-06-30 12:51:36.150730
1551,neutral,2025-06-30 12:51:36.337195
1552,neutral,2025-06-30 12:51:36.508067
1553,neutral,2025-06-30 12:51:36.685687
1554,neutral,2025-06-30 12:51:36.832030
1555,neutral,2025-06-30 12:51:36.982881
1556,neutral,2025-06-30 12:51:37.160823
1557,neutral,2025-06-30 12:51:37.345139
1558,neutral,2025-06-30 12:51:37.520191
1559,neutral,2025-06-30 12:51:37.705598
1560,neutral,2025-06-30 12:51:37.861020
1561,neutral,2025-06-30 12:51:38.024137
1562,neutral,2025-06-30 12:51:38.190388
1563,neutral,2025-06-30 12:51:38.396269
1564,neutral,2025-06-30 12:51:38.559182
1565,neutral,2025-06-30 12:51:38.722903
1566,neutral,2025-06-30 12:51:38.895843
1567,neutral,2025-06-30 12:51:39.054821
1568,neutral,2025-06-30 12:51:39.213439
1569,neutral,2025-06-30 12:51:39.419498
1570,sad,2025-06-30 12:51:39.565305
1571,happy,2025-06-30 12:51:39.737941
1572,happy,2025-06-30 12:51:39.881837
1573,happy,2025-06-30 12:51:40.049891
1574,happy,2025-06-30 12:51:40.200097
1575,fear,2025-06-30 12:51:43.296136
1576,neutral,2025-06-30 12:51:43.479549
1577,neutral,2025-06-30 12:51:43.662347
1578,neutral,2025-06-30 12:51:43.874437
1579,neutral,2025-06-30 12:51:44.042611
1580,neutral,2025-06-30 12:51:44.205336
1581,neutral,2025-06-30 12:51:44.369678
1582,neutral,2025-06-30 12:51:44.521477
1583,sad,2025-06-30 12:51:44.732297
1584,neutral,2025-06-30 12:51:44.889050
1585,neutral,2025-06-30 12:51:45.042572
1586,neutral,2025-06-30 12:51:45.219693
1587,neutral,2025-06-30 12:51:45.382519
1588,neutral,2025-06-30 12:51:45.534176
1589,neutral,2025-06-30 12:51:45.734868
1590,neutral,2025-06-30 12:51:45.903191
1591,neutral,2025-06-30 12:51:46.086852
1592,sad,2025-06-30 12:51:46.261581
1593,sad,2025-06-30 12:51:46.431238
1594,sad,2025-06-30 12:51:46.631499
1595,neutral,2025-06-30 12:51:46.792597
1596,neutral,2025-06-30 12:51:46.966822
1597,sad,2025-06-30 12:51:47.125858
1598,sad,2025-06-30 12:51:47.277415
1599,neutral,2025-06-30 12:51:47.466103
1600,sad,2025-06-30 12:51:47.656116
1601,sad,2025-06-30 12:51:47.805756
1602,sad,2025-06-30 12:51:47.961408
1603,sad,2025-06-30 12:51:48.128135
1604,sad,2025-06-30 12:51:48.294503
1605,sad,2025-06-30 12:51:48.499936
1606,neutral,2025-06-30 12:51:48.669484
1607,sad,2025-06-30 12:51:48.848290
1608,sad,2025-06-30 12:51:49.031927
1609,neutral,2025-06-30 12:51:49.199548
1610,happy,2025-06-30 12:51:49.411947
1611,happy,2025-06-30 12:51:49.558140
1612,happy,2025-06-30 12:51:49.736146
1613,happy,2025-06-30 12:51:49.892094
1614,sad,2025-06-30 12:51:50.051440
1615,happy,2025-06-30 12:51:50.228935
1616,happy,2025-06-30 12:51:50.415004
1617,happy,2025-06-30 12:51:50.587595
1618,happy,2025-06-30 12:51:50.762163
1619,neutral,2025-06-30 12:51:50.937069
1620,happy,2025-06-30 12:51:51.125955
1621,happy,2025-06-30 12:51:51.318372
1622,happy,2025-06-30 12:51:51.471597
1623,happy,2025-06-30 12:51:51.636781
1624,happy,2025-06-30 12:51:51.808836
1625,neutral,2025-06-30 12:51:51.976036
1626,happy,2025-06-30 12:51:52.145278
1627,happy,2025-06-30 12:51:52.312343
1628,happy,2025-06-30 12:51:52.460460
1629,happy,2025-06-30 12:51:52.627584
1630,happy,2025-06-30 12:51:52.809193
1631,happy,2025-06-30 12:51:52.995530
1632,happy,2025-06-30 12:51:53.217916
1633,happy,2025-06-30 12:51:53.400467
1634,happy,2025-06-30 12:51:53.576478
1635,happy,2025-06-30 12:51:53.730139
1636,happy,2025-06-30 12:51:53.899005
1637,happy,2025-06-30 12:51:54.054749
1638,happy,2025-06-30 12:51:54.259937
1639,happy,2025-06-30 12:51:54.419507
1640,happy,2025-06-30 12:51:54.575959
1641,happy,2025-06-30 12:51:54.736607
1642,happy,2025-06-30 12:51:54.903361
1643,happy,2025-06-30 12:51:55.120210
1644,happy,2025-06-30 12:51:55.278322
1645,happy,2025-06-30 12:51:55.469355
1646,happy,2025-06-30 12:51:55.661624
1647,neutral,2025-06-30 12:51:55.853275
1648,happy,2025-06-30 12:51:56.077385
1649,happy,2025-06-30 12:51:56.271485
1650,happy,2025-06-30 12:51:56.439203
1651,happy,2025-06-30 12:51:56.629228
1652,happy,2025-06-30 12:51:56.798621
1653,happy,2025-06-30 12:51:57.028840
1654,happy,2025-06-30 12:51:57.209436
1655,happy,2025-06-30 12:51:57.400259
1656,happy,2025-06-30 12:51:57.573015
1657,happy,2025-06-30 12:51:57.750483
1658,happy,2025-06-30 12:51:57.997022
1659,happy,2025-06-30 12:51:58.190893
1660,happy,2025-06-30 12:51:58.374526
1661,happy,2025-06-30 12:51:58.539534
1662,happy,2025-06-30 12:51:58.733274
1663,happy,2025-06-30 12:51:58.919676
1664,happy,2025-06-30 12:51:59.122051
1665,happy,2025-06-30 12:51:59.315585
1666,happy,2025-06-30 12:51:59.501701
1667,happy,2025-06-30 12:51:59.685771
1668,happy,2025-06-30 12:51:59.885666
1669,happy,2025-06-30 12:52:00.092281
1670,happy,2025-06-30 12:52:00.248801
1671,happy,2025-06-30 12:52:00.419699
1672,happy,2025-06-30 12:52:00.617736
1673,happy,2025-06-30 12:52:00.782841
1674,fear,2025-06-30 12:52:05.201673
1675,fear,2025-06-30 12:52:05.360979
1676,happy,2025-06-30 12:52:05.520303
1677,sad,2025-06-30 12:52:05.673208
1678,happy,2025-06-30 12:52:05.866529
1679,happy,2025-06-30 12:52:06.099251
1680,happy,2025-06-30 12:52:06.298243
1681,happy,2025-06-30 12:52:06.479670
1682,angry,2025-06-30 12:52:06.664630
1683,happy,2025-06-30 12:52:06.839871
1684,fear,2025-06-30 12:52:07.052357
1685,angry,2025-06-30 12:52:07.210784
1686,disgust,2025-06-30 12:52:07.679617
1687,disgust,2025-06-30 12:52:08.392411
1688,disgust,2025-06-30 12:52:08.547818
1689,disgust,2025-06-30 12:52:08.692491
1690,disgust,2025-06-30 12:52:08.881169
1691,disgust,2025-06-30 12:52:09.041740
1692,happy,2025-06-30 12:52:09.399965
1693,disgust,2025-06-30 12:52:10.052997
1694,fear,2025-06-30 12:52:17.384789
1695,happy,2025-06-30 12:52:17.657976
1696,fear,2025-06-30 12:52:19.191968
1697,happy,2025-06-30 12:52:19.384867
1698,happy,2025-06-30 12:52:19.516413
1699,happy,2025-06-30 12:52:19.708826
1700,happy,2025-06-30 12:52:19.864796
1701,happy,2025-06-30 12:52:20.045691
1702,angry,2025-06-30 12:52:20.280444
1703,happy,2025-06-30 12:52:20.578829
1704,angry,2025-06-30 12:52:21.719013
1705,disgust,2025-06-30 12:52:23.391723
1706,angry,2025-06-30 12:52:23.589243
1707,happy,2025-06-30 12:52:23.731890
1708,happy,2025-06-30 12:52:23.893010
1709,happy,2025-06-30 12:52:24.056718
1710,disgust,2025-06-30 12:52:27.064641
1711,sad,2025-06-30 12:52:27.422134
1712,disgust,2025-06-30 12:52:27.767829
1713,happy,2025-06-30 12:52:27.934417
1714,happy,2025-06-30 12:52:28.118289
1715,disgust,2025-06-30 12:52:28.425314
1716,fear,2025-06-30 12:52:28.581972
1717,fear,2025-06-30 12:52:28.766784
1718,happy,2025-06-30 12:52:28.940004
1719,surprise,2025-06-30 12:52:29.105302
1720,sad,2025-06-30 12:52:30.309369
1721,sad,2025-06-30 12:52:30.457867
1722,sad,2025-06-30 12:52:30.609956
1723,sad,2025-06-30 12:52:30.812529
1724,sad,2025-06-30 12:52:30.968053
1725,sad,2025-06-30 12:52:31.136687
1726,happy,2025-06-30 12:52:31.338277
1727,sad,2025-06-30 12:52:31.495596
1728,happy,2025-06-30 12:52:31.744308
1729,happy,2025-06-30 12:52:31.924221
1730,happy,2025-06-30 12:52:32.085629
1731,happy,2025-06-30 12:52:32.254903
1732,happy,2025-06-30 12:52:32.415851
1733,happy,2025-06-30 12:52:32.582375
1734,sad,2025-06-30 12:52:32.770823
1735,happy,2025-06-30 12:52:32.943125
1736,sad,2025-06-30 12:52:33.111562
1737,happy,2025-06-30 12:52:33.277271
1738,happy,2025-06-30 12:52:33.439649
1739,happy,2025-06-30 12:52:33.614803
1740,happy,2025-06-30 12:52:33.773117
1741,happy,2025-06-30 12:52:33.936941
1742,happy,2025-06-30 12:52:34.103469
1743,happy,2025-06-30 12:52:34.269811
1744,happy,2025-06-30 12:52:34.485342
1745,happy,2025-06-30 12:52:34.653861
1746,happy,2025-06-30 12:52:34.817042
1747,happy,2025-06-30 12:52:34.967485
1748,happy,2025-06-30 12:52:35.133546
1749,happy,2025-06-30 12:52:35.319863
1750,happy,2025-06-30 12:52:35.490231
1751,happy,2025-06-30 12:52:35.660856
1752,happy,2025-06-30 12:52:35.833466
1753,happy,2025-06-30 12:52:36.031145
1754,happy,2025-06-30 12:52:36.237783
1755,sad,2025-06-30 12:52:36.400779
1756,happy,2025-06-30 12:52:36.540647
1757,happy,2025-06-30 12:52:36.730914
1758,happy,2025-06-30 12:52:36.908967
1759,happy,2025-06-30 12:52:37.099062
1760,happy,2025-06-30 12:52:37.272383
1761,sad,2025-06-30 12:52:37.444613
1762,disgust,2025-06-30 12:52:37.608858
1763,happy,2025-06-30 12:52:37.759707
1764,happy,2025-06-30 12:52:37.976075
1765,disgust,2025-06-30 12:52:38.290988
1766,happy,2025-06-30 12:52:52.143431
1767,fear,2025-06-30 12:52:52.293874
1768,sad,2025-06-30 12:52:52.420129
1769,sad,2025-06-30 12:52:53.525149
1770,sad,2025-06-30 12:52:53.654520
1771,sad,2025-06-30 12:52:53.823159
1772,sad,2025-06-30 12:52:53.995864
1773,sad,2025-06-30 12:52:54.195700
1774,happy,2025-06-30 12:52:54.345959
1775,fear,2025-06-30 12:52:54.522219
1776,sad,2025-06-30 12:52:54.671036
1777,sad,2025-06-30 12:52:54.883670
1778,happy,2025-06-30 12:52:55.088454
1779,disgust,2025-06-30 12:52:55.287583
1780,disgust,2025-06-30 12:52:55.549361
1781,happy,2025-06-30 12:52:55.729483
1782,happy,2025-06-30 12:52:55.895496
1783,sad,2025-06-30 12:52:56.090017
1784,sad,2025-06-30 12:52:56.268104
1785,happy,2025-06-30 12:52:56.459010
1786,happy,2025-06-30 12:52:56.694538
1787,happy,2025-06-30 12:52:56.867444
1788,fear,2025-06-30 12:52:57.035964
1789,sad,2025-06-30 12:52:57.177523
1790,disgust,2025-06-30 12:52:57.354664
1791,sad,2025-06-30 12:52:57.515621
1792,sad,2025-06-30 12:52:57.739090
1793,disgust,2025-06-30 12:52:57.903560
1794,happy,2025-06-30 12:52:58.059178
1795,disgust,2025-06-30 12:52:58.240035
1796,happy,2025-06-30 12:52:58.423839
1797,happy,2025-06-30 12:52:58.585100
1798,happy,2025-06-30 12:52:58.745060
1799,happy,2025-06-30 12:52:58.927588
1800,fear,2025-06-30 12:52:59.075833
1801,fear,2025-06-30 12:52:59.256833
1802,fear,2025-06-30 12:52:59.429909
1803,fear,2025-06-30 12:52:59.593342
1804,happy,2025-06-30 12:52:59.742262
1805,happy,2025-06-30 12:52:59.895043
1806,happy,2025-06-30 12:53:00.075613
1807,happy,2025-06-30 12:53:00.256373
1808,disgust,2025-06-30 12:53:00.398750
1809,disgust,2025-06-30 12:53:00.571442
1810,happy,2025-06-30 12:53:00.720213
1811,disgust,2025-06-30 12:53:00.872419
1812,happy,2025-06-30 12:53:01.079088
1813,disgust,2025-06-30 12:53:01.280669
1814,happy,2025-06-30 12:53:01.413130
1815,happy,2025-06-30 12:53:01.560963
1816,happy,2025-06-30 12:53:01.730938
1817,happy,2025-06-30 12:53:01.929950
1818,happy,2025-06-30 12:53:03.433310
1819,happy,2025-06-30 12:53:03.591984
1820,sad,2025-06-30 12:53:03.766439
1821,sad,2025-06-30 12:53:03.923497
1822,neutral,2025-06-30 12:53:04.104304
1823,neutral,2025-06-30 12:53:04.303523
1824,neutral,2025-06-30 12:53:04.494107
1825,neutral,2025-06-30 12:53:04.665842
1826,neutral,2025-06-30 12:53:04.897715
1827,neutral,2025-06-30 12:53:05.084144
1828,sad,2025-06-30 12:53:05.285151
1829,neutral,2025-06-30 12:53:05.469843
1830,neutral,2025-06-30 12:53:05.660419
1831,neutral,2025-06-30 12:53:07.873594
1832,neutral,2025-06-30 12:53:08.070558
1833,neutral,2025-06-30 12:53:08.267718
1834,sad,2025-06-30 12:53:08.465317
1835,fear,2025-06-30 12:53:08.805942
1836,happy,2025-06-30 12:53:09.170475
1837,fear,2025-06-30 12:53:09.403505
